SN,CruiseID,Station,Time [UTC],Bottom Depth [m],Lon,Lat,Pressure (db),Depth [m],Temp [°C],Salinity,pH,Flouresence,PAR%,Density [g/L],pTemp [°C],Sigma-Density [g/L],DO [mg/L],DO [umol/kg],DO_solubility [mg/L],DO_solubility [umol/kg],DO%,,TA,DIC,pH out,fCO2 out (matm),pCO2 out (matm),HCO3 out (mmol/kgSW),CO3 out (mmol/kgSW),CO2 out (mmol/kgSW),B Alk out (mmol/kgSW),OH out (mmol/kgSW),P Alk out (mmol/kgSW),Si Alk out (mmol/kgSW) ,Revelle out,WCa out,WAr out
11,NYOS1905,6.3,5/30/19 8:25,45,-73.19683333,39.82233333,15.404,15.286,9.9397,32.2004,8.017,0.3484,8.16E+03,1024.8466,9.938,24.7768,9.6791,295.162,9.19996,280.55152,105.208,,2184.3,2028.0,8.030,398.2,399.8,1893.7,116.5,17.8,56.1,1.5,0.0,0.0,13.463,2.81,1.78
12,NYOS1905,6.3,5/30/19 8:25,45,-73.19683333,39.82233333,24.141,23.955,8.217,32.3005,7.934,0.465,2.53E-11,1025.2334,8.2146,25.1232,8.9817,273.804,9.55225,291.19628,94.027,,2182.0,2074.2,7.922,521.3,523.3,1961.4,88.1,24.7,43.5,1.0,0.0,0.0,15.646,2.12,1.34
13,NYOS1905,6.3,5/30/19 8:25,45,-73.19683333,39.82233333,33.351,33.093,6.4132,32.5874,7.85,0.3337,2.53E-11,1025.749,6.4104,25.5955,7.6989,234.59,9.93633,302.76515,77.483,,2204.0,2102.2,7.926,515.6,517.7,1991.6,84.6,25.9,42.4,0.8,0.0,0.0,16.057,2.03,1.28
14,NYOS1905,6.3,5/30/19 8:25,45,-73.19683333,39.82233333,43.081,42.747,6.4333,32.8718,7.86,0.0706,2.53E-11,1026.0155,6.4297,25.8173,7.39,225.128,9.91302,301.98955,74.548,,2203.1,2095.8,7.939,498.3,500.3,1983.4,87.4,25.0,44.0,0.8,0.0,0.0,15.765,2.09,1.32
15,NYOS1905,6.4,5/30/19 12:11,65,-73.0705,39.47616667,63.654,63.159,6.5447,33.0768,7.916,0.0945,1.83E-02,1026.2575,6.5392,25.9649,8.0366,244.792,9.87404,300.75882,81.392,,2223.9,2103.8,7.969,464.3,466.2,1985.8,94.9,23.2,47.5,0.9,0.0,0.0,15.209,2.26,1.42
16,NYOS1905,6.4,5/30/19 12:11,65,-73.0705,39.47616667,50.482,50.092,6.7475,33.0805,7.92,0.2039,1.25E-01,1026.1729,6.743,25.9411,8.2716,251.955,9.82758,299.35063,84.167,,2227.1,2100.6,7.984,448.5,450.3,1979.7,98.6,22.2,49.1,1.0,0.0,0.0,14.916,2.35,1.49
17,NYOS1905,6.4,5/30/19 12:11,65,-73.0705,39.47616667,37.629,37.339,7.8327,32.9935,7.979,1.2993,5.86E-01,1025.8949,7.8291,25.723,9.015,274.658,9.5921,292.24008,93.984,,2225.2,2070.5,8.043,386.5,388.0,1936.7,115.3,18.5,56.6,1.2,0.0,0.0,13.674,2.76,1.74
18,NYOS1905,6.4,5/30/19 12:11,65,-73.0705,39.47616667,23.799,23.616,9.2165,32.6033,8.05,0.2154,3.11E+00,1025.3163,9.214,25.2083,9.7363,296.783,9.32317,284.18936,104.431,,2204.7,2032.6,8.073,357.4,358.8,1890.3,126.0,16.3,61.0,1.5,0.0,0.0,12.921,3.03,1.92
19,NYOS1905,6.4,5/30/19 12:11,65,-73.0705,39.47616667,10.947,10.863,15.2403,31.4585,8.026,0.163,9.25E+00,1023.2405,15.2387,23.1921,8.3447,254.865,8.27443,252.71852,100.849,,2138.2,1970.5,7.992,437.9,439.4,1829.3,124.6,16.6,57.4,2.2,0.0,0.0,12.773,3.03,1.93
20,NYOS1905,6.4,5/30/19 12:11,65,-73.0705,39.47616667,1.683,1.67,15.4715,31.2149,8.044,0.1099,3.99E+01,1022.9619,15.4712,22.9544,8.2774,252.867,8.24872,251.99191,100.347,,2124.9,1952.2,8.006,420.5,422.1,1808.8,127.5,15.9,58.7,2.4,0.0,0.0,12.552,3.12,1.99
21,NYOS1905,6.5,5/30/19 15:40,78,-72.94783333,39.13066667,74.01,73.435,9.374,33.7625,7.996,0.0579,4.42E-03,1026.4254,9.3659,26.0905,8.0871,246.298,9.22168,280.85398,87.696,,2259.2,2090.8,8.038,395.9,397.4,1948.5,124.5,17.9,60.3,1.5,0.0,0.0,13.173,2.95,1.87
22,NYOS1905,6.5,5/30/19 15:40,78,-72.94783333,39.13066667,58.375,57.924,8.0781,33.4388,7.985,0.0561,4.61E-02,1026.3032,8.0723,26.0371,8.3141,253.225,9.51143,289.69345,87.411,,2246.0,2098.9,8.011,421.9,423.6,1967.7,111.3,19.9,54.6,1.2,0.0,0.0,14.017,2.65,1.67
23,NYOS1905,6.5,5/30/19 15:40,78,-72.94783333,39.13066667,43.36,43.027,8.9165,33.4584,7.994,0.4491,2.15E-01,1026.1217,8.9119,25.9249,8.6985,264.964,9.33363,284.30947,93.195,,2248.9,2086.1,8.038,396.1,397.6,1947.0,120.9,18.2,58.7,1.4,0.0,0.0,13.378,2.88,1.83
24,NYOS1905,6.5,5/30/19 15:40,78,-72.94783333,39.13066667,27.765,27.553,9.2216,32.9632,8.072,0.9512,2.44E+00,1025.6149,9.2187,25.489,10.2079,311.072,9.30051,283.42079,109.756,,2228.8,2032.9,8.120,317.8,319.1,1877.6,140.8,14.5,67.8,1.7,0.0,0.0,12.168,3.38,2.14
25,NYOS1905,6.5,5/30/19 15:40,78,-72.94783333,39.13066667,13.231,13.13,14.1114,32.4674,8.049,0.1401,1.05E+01,1024.2668,14.1096,24.208,8.7069,265.664,8.41208,256.66791,103.505,,2202.9,2015.5,8.035,399.2,400.7,1862.6,137.3,15.6,63.4,2.3,0.0,0.0,12.280,3.32,2.12
26,NYOS1905,6.5,5/30/19 15:40,78,-72.94783333,39.13066667,1.803,1.789,14.9212207,32.41013359,8.050246094,-7.03125E-06,3.90E+01,1024.000962,14.9209,23.9929,8.5721,261.6058047,8.27884,252.65546,103.5426914,,2198.6,2017.6,8.009,427.6,429.1,1867.6,133.7,16.3,61.3,2.3,0.0,0.0,12.463,3.24,2.07
27,NYOS1905,6.6,5/30/19 20:14,505,-72.817,38.78683333,484.901,480.675,6.4097,35.0797,16.546,-0.0453,5.18E-14,1029.7808,6.3654,27.568,6.2248,189.31,9.77471,297.26879,63.683,,2317.4,2174.9,7.982,440.0,441.8,2044.9,108.2,21.8,55.1,1.0,0.0,0.0,14.397,2.35,1.49
28,NYOS1905,6.6,5/30/19 20:14,505,-72.817,38.78683333,402.528,399.1,7.3593,35.1133,16.513,-0.04,5.59E-14,1029.2922,7.3199,27.4629,5.4622,166.134,9.5621,290.83271,57.124,,2318.4,2191.5,7.929,511.4,513.4,2067.0,100.0,24.5,50.4,1.0,0.0,0.0,15.020,2.21,1.40
29,NYOS1905,6.6,5/30/19 20:14,505,-72.817,38.78683333,292.009,289.599,9.3861,35.2171,16.445,-0.0393,5.13E-14,1028.5454,9.3533,27.2305,4.3043,130.945,9.13319,277.85013,47.128,,2323.5,2199.6,7.892,574.1,576.4,2074.4,99.5,25.7,48.9,1.1,0.0,0.0,15.063,2.24,1.43
30,NYOS1905,6.6,5/30/19 20:14,505,-72.817,38.78683333,171.166,169.803,12.9288,35.6507,13.995,-0.0488,5.55E-14,1027.6749,12.9052,26.9163,4.6984,142.978,8.44861,257.10254,55.611,,2341.2,2176.1,7.940,523.2,525.2,2030.1,125.2,20.8,59.1,1.7,0.0,0.0,13.341,2.88,1.85
31,NYOS1905,6.6,5/30/19 20:14,505,-72.817,38.78683333,62.371,61.891,13.2872,35.2599,8.054,0.0234,8.78E-02,1026.8143,13.2785,26.5378,6.7207,204.596,8.40728,255.93907,79.94,,2329.4,2127.9,8.026,421.3,422.8,1964.0,147.3,16.6,68.7,2.1,0.0,0.0,12.121,3.47,2.22
32,NYOS1905,6.6,5/30/19 20:14,505,-72.817,38.78683333,2.295,2.278,17.0018,33.6862,8.144,0.0701,9.64E+00,1024.5158,17.0014,24.5058,8.2436,251.454,7.88562,240.53472,104.539,,2270.3,2034.1,8.070,372.1,373.4,1850.8,170.1,13.2,76.1,3.3,0.0,0.0,10.989,4.09,2.63
33,NYOS1905,5.6,5/30/19 23:25,914,-72.56066667,39.01583333,454.726,450.787,6.4668,35.0807,16.544,-0.0371,1.95E-12,1029.636,6.4252,27.5609,6.1912,188.287,9.76174,296.87658,63.423,,2318.5,2177.0,7.980,444.5,446.2,2047.2,107.8,22.0,54.8,1.0,0.0,0.0,14.436,2.35,1.50
34,NYOS1905,5.6,5/30/19 23:25,914,-72.56066667,39.01583333,403.535,400.088,7.5785,35.1227,16.506,-0.046,2.20E-12,1029.2704,7.5383,27.4387,5.3289,162.082,9.5141,289.37946,56.01,,2318.8,2193.6,7.921,522.3,524.4,2069.5,99.2,24.8,49.9,1.0,0.0,0.0,15.081,2.19,1.39
35,NYOS1905,5.6,5/30/19 23:25,914,-72.56066667,39.01583333,292.171,289.753,9.1984,35.1878,16.143,-0.0386,2.67E-12,1028.5553,9.166,27.2384,4.2487,129.254,9.1726,279.04712,46.32,,2318.2,2199.9,7.881,589.3,591.6,2077.1,96.3,26.5,47.5,1.0,0.0,0.0,15.293,2.17,1.38
36,NYOS1905,5.6,5/30/19 23:25,914,-72.56066667,39.01583333,171.108,169.741,13.0896,35.5986,11.326,-0.0493,3.38E-12,1027.6014,13.0658,26.8435,5.615,170.885,8.42352,256.35714,66.659,,2342.2,2167.0,7.961,495.3,497.1,2016.1,131.3,19.6,61.7,1.8,0.0,0.0,12.993,3.02,1.94
37,NYOS1905,5.6,5/30/19 23:25,914,-72.56066667,39.01583333,61.559,61.083,11.9949,34.7773,8.061,-0.0336,4.22E-12,1026.6933,11.9869,26.4186,7.4009,225.329,8.66125,263.70114,85.448,,2314.8,2118.7,8.042,401.7,403.2,1958.8,143.3,16.5,67.4,1.9,0.0,0.0,12.293,3.38,2.16
38,NYOS1905,5.6,5/30/19 23:25,914,-72.56066667,39.01583333,1.412,1.401,14.6893,32.5265,8.079,0.2348,5.04E+01,1024.1384,14.6891,24.1322,8.8861,271.152,8.31146,253.61642,106.914,,2187.1,2024.1,7.970,471.5,473.3,1883.8,122.3,18.1,56.7,2.1,0.0,0.0,13.061,2.96,1.89
39,NYOS1905,4.6,5/31/19 3:30,716,-72.28583333,39.24016667,451.952,448.031,6.2538,35.0695,12.674,-0.043,2.53E-11,1029.645,6.2132,27.5801,6.3705,193.737,9.81072,298.36056,64.934,,2318.3,2184.6,7.963,464.2,466.0,2058.3,103.2,23.1,52.6,0.9,0.0,0.0,14.777,2.25,1.43
40,NYOS1905,4.6,5/31/19 3:30,716,-72.28583333,39.24016667,402.448,399.004,7.2889,35.1116,12.408,-0.0398,2.64E-11,1029.3012,7.2497,27.4716,5.5466,168.699,9.57753,291.29944,57.912,,2317.5,2194.6,7.920,523.5,525.6,2071.6,97.8,25.2,49.3,0.9,0.0,0.0,15.190,2.16,1.37
41,NYOS1905,4.6,5/31/19 3:30,716,-72.28583333,39.24016667,292.894,290.463,9.4629,35.2237,11.997,-0.0249,2.69E-11,1028.5414,9.4297,27.2231,4.28,130.207,9.11748,277.37416,46.943,,2324.5,2202.6,7.886,584.2,586.5,2078.0,98.5,26.1,48.3,1.1,0.0,0.0,15.144,2.22,1.42
42,NYOS1905,4.6,5/31/19 3:30,716,-72.28583333,39.24016667,172.492,171.11,13.3093,35.6608,11.178,-0.048,2.74E-11,1027.6102,13.285,26.847,5.6816,172.911,8.38249,255.10767,67.78,,2345.1,2161.8,7.975,477.9,479.7,2006.7,136.3,18.8,63.9,1.9,0.0,0.0,12.720,3.14,2.01
43,NYOS1905,4.6,5/31/19 3:30,716,-72.28583333,39.24016667,1.571,1.559,14.0872,32.5356,8.101,0.2627,3.57E+00,1024.2723,14.087,24.2653,8.9329,272.545,8.41267,256.67143,106.185,,2208.4,2011.9,8.054,380.1,381.5,1854.1,143.0,14.8,65.9,2.4,0.0,0.0,12.006,3.46,2.21
44,NYOS1905,4.5,5/31/19 7:05,220,-72.39333333,39.5245,403.948,400.479,7.0795,35.1196,9.079,-0.0371,2.53E-11,1029.3458,7.0408,27.5074,5.9586,181.224,9.62285,292.66781,61.921,,2324.0,2183.7,7.968,463.2,465.1,2053.7,107.6,22.4,54.1,1.0,0.0,0.0,14.481,2.37,1.51
45,NYOS1905,4.5,5/31/19 7:05,220,-72.39333333,39.5245,301.746,299.229,9.1492,35.2407,9.013,-0.0283,2.53E-11,1028.6481,9.1158,27.288,5.0528,153.708,9.1794,279.24037,55.045,,2329.8,2194.5,7.925,528.3,530.4,2064.7,106.0,23.8,52.0,1.1,0.0,0.0,14.612,2.38,1.52
46,NYOS1905,4.5,5/31/19 7:05,220,-72.39333333,39.5245,221.683,219.876,11.6735,35.4658,9.224,-0.042,2.53E-11,1028.0066,11.645,27.0187,4.531,137.869,8.682,264.17858,52.188,,2336.2,2188.1,7.919,547.3,549.3,2050.8,114.6,22.7,54.8,1.4,0.0,0.0,14.010,2.62,1.67
47,NYOS1905,4.5,5/31/19 7:05,220,-72.39333333,39.5245,61.116,60.641,11.4219,34.3225,8.079,0.009,6.12E+03,1026.4461,11.4143,26.1725,7.8484,239.009,8.79159,267.73373,89.271,,2285.9,2096.9,8.044,394.9,396.4,1942.1,138.2,16.6,65.6,1.8,0.0,0.0,12.464,3.27,2.08
48,NYOS1905,4.5,5/31/19 7:05,220,-72.39333333,39.5245,1.516,1.504,14.2558,32.3419,8.088,0.2405,2.53E-11,1024.0876,14.2556,24.0809,8.7016,265.536,8.39402,256.14851,103.665,,2197.2,2013.6,8.027,407.7,409.2,1862.6,135.1,15.9,62.2,2.2,0.0,0.0,12.387,3.27,2.09
49,NYOS1905,4.4,6/1/19 0:05,65,-72.50033333,39.81116667,64.363,63.861,5.2556,32.825,7.887,0.0309,4.60E-12,1026.221,5.2507,25.923,8.3336,253.85,10.19436,310.52833,81.748,,2225.4,2106.2,7.990,439.0,440.8,1989.2,94.0,23.0,47.3,0.8,0.0,0.0,15.325,2.24,1.41
50,NYOS1905,4.4,6/1/19 0:05,65,-72.50033333,39.81116667,50.051,49.662,5.3319,32.8161,7.881,0.1627,1.84E+04,1026.1387,5.3281,25.907,8.4471,257.311,10.1765,309.98918,83.006,,2226.9,2111.0,7.979,451.9,453.7,1995.1,92.3,23.6,46.4,0.8,0.0,0.0,15.485,2.21,1.39
51,NYOS1905,4.4,6/1/19 0:05,65,-72.50033333,39.81116667,35.172,34.9,7.1951,32.9394,7.956,1.6718,4.08E+03,1025.931,7.1919,25.7698,9.333,284.334,9.73591,296.60785,95.862,,2224.4,2071.6,8.050,379.8,381.3,1939.1,113.9,18.5,56.2,1.2,0.0,0.0,13.770,2.73,1.72
52,NYOS1905,4.4,6/1/19 0:05,65,-72.50033333,39.81116667,23.463,23.283,8.888,32.7847,8.031,1.5719,1.22E+04,1025.5082,8.8856,25.4016,10.3229,314.604,9.38033,285.87758,110.048,,2223.1,2049.0,8.078,354.8,356.2,1905.2,127.4,16.4,61.6,1.5,0.0,0.0,12.911,3.06,1.94
53,NYOS1905,4.4,6/1/19 0:05,65,-72.50033333,39.81116667,10.065,9.988,11.2282,32.4053,8.069,0.3967,1.63E+04,1024.7606,11.227,24.7154,10.1201,308.629,8.93581,272.51286,113.254,,2192.7,2009.7,8.072,359.0,360.3,1861.1,133.2,15.4,63.3,1.8,0.0,0.0,12.459,3.22,2.04
54,NYOS1905,4.4,6/1/19 0:05,65,-72.50033333,39.81116667,1.333,1.323,16.0383,31.8863,8.014,0.1007,2.71E+01,1023.3512,16.0381,23.3454,8.4202,257.133,8.12334,248.06679,103.655,,2166.4,1997.6,7.974,464.7,466.4,1854.3,126.2,17.2,57.5,2.3,0.0,0.0,12.778,3.07,1.96
55,NYOS1905,4.3,6/1/19 2:43,54,-72.6065,40.09816667,49.238,48.855,5.7586,32.7104,7.885,0.0646,2.53E-11,1026.0009,5.7547,25.7734,8.0144,244.162,10.08149,307.1351,79.497,,2209.9,2096.0,7.970,460.8,462.7,1981.4,90.9,23.7,45.8,0.8,0.0,0.0,15.518,2.18,1.37
56,NYOS1905,4.3,6/1/19 2:43,54,-72.6065,40.09816667,37.613,37.322,5.6994,32.6379,7.866,1.2235,2.86E+04,1025.8969,5.6965,25.7231,8.2899,252.567,10.10043,307.72725,82.075,,2199.6,2095.4,7.944,490.2,492.2,1984.7,85.4,25.3,43.2,0.8,0.0,0.0,15.960,2.05,1.29
57,NYOS1905,4.3,6/1/19 2:43,54,-72.6065,40.09816667,27.605,27.392,8.2438,32.3449,7.976,0.4434,2.04E+03,1025.2801,8.2411,25.1541,9.6536,294.277,9.54374,290.928,101.152,,2191.8,2033.6,8.058,368.7,370.2,1899.2,117.0,17.4,57.3,1.3,0.0,0.0,13.451,2.82,1.78
58,NYOS1905,4.3,6/1/19 2:43,54,-72.6065,40.09816667,8.595,8.528,14.9412,31.504,8.02,0.1642,6.73E+04,1023.3292,14.94,23.2912,8.5505,261.125,8.32178,254.13994,102.749,,2138.8,1975.2,7.986,444.6,446.2,1836.1,122.0,17.0,56.5,2.2,0.0,0.0,12.927,2.97,1.89
59,NYOS1905,4.3,6/1/19 2:43,54,-72.6065,40.09816667,2.046,2.03,16.1202,31.4216,8.032,0.1458,4.08E+03,1022.9792,16.1199,22.9702,8.3339,254.591,8.13327,248.46113,102.467,,2133.9,1966.1,7.981,451.8,453.4,1824.5,124.9,16.7,57.2,2.4,0.0,0.0,12.731,3.05,1.95
60,NYOS1905,4.2,6/1/19 5:21,44,-72.71483333,40.3845,40.407,40.092,6.0318,32.4702,7.891,0.1323,2.89E-11,1025.737,6.0285,25.5506,8.1062,247.012,10.033,305.72413,80.796,,2189.1,2087.9,7.933,503.1,505.2,1978.5,83.8,25.7,42.3,0.8,0.0,0.0,16.073,2.01,1.27
61,NYOS1905,4.2,6/1/19 5:21,44,-72.71483333,40.3845,30.017,29.784,6.2438,32.4388,7.899,1.0506,2.58E-11,1025.6378,6.2413,25.4995,8.6939,264.933,9.98545,304.29047,87.066,,2194.4,2081.8,7.964,467.3,469.2,1968.0,90.1,23.7,45.2,0.9,0.0,0.0,15.534,2.17,1.36
62,NYOS1905,4.2,6/1/19 5:21,44,-72.71483333,40.3845,22.725,22.549,8.6768,32.1928,7.977,0.4902,2.53E-11,1025.0739,8.6745,24.9704,9.8417,300.063,9.46079,288.45116,104.026,,2191.2,2031.2,8.058,369.5,370.9,1895.5,118.4,17.2,57.5,1.4,0.0,0.0,13.372,2.85,1.80
63,NYOS1905,4.2,6/1/19 5:21,44,-72.71483333,40.3845,13.434,13.331,9.6582,31.8617,8.032,0.2709,4.08E+03,1024.6191,9.6568,24.5582,10.0235,305.732,9.27703,282.96213,108.047,,2161.8,1988.3,8.085,342.2,343.5,1846.5,126.3,15.5,61.1,1.6,0.0,0.0,12.754,3.06,1.93
64,NYOS1905,4.2,6/1/19 5:21,44,-72.71483333,40.3845,5.942,5.896,14.6667,31.0663,8,0.317,2.53E-11,1023.0382,14.6658,23.0119,8.7144,266.204,8.39045,256.30714,103.861,,2131.7,1979.5,7.968,466.2,467.9,1846.3,115.2,18.0,53.1,2.0,0.0,0.0,13.378,2.81,1.79
65,NYOS1905,4.2,6/1/19 5:21,44,-72.71483333,40.3845,1.385,1.374,15.3177,31.1126,8.007,0.2574,2.04E+04,1022.9152,15.3175,22.909,8.53,260.596,8.27923,252.93502,103.029,,2116.9,1961.4,7.968,463.4,465.1,1826.8,117.0,17.6,54.0,2.1,0.0,0.0,13.172,2.86,1.82
66,NYOS1905,4.1,6/1/19 9:55,28,-72.81533333,40.6545,23.162,22.981,9.9259,31.7893,7.95,0.7155,4.59E-01,1024.5634,9.9234,24.4585,8.326,253.979,9.22702,281.46423,90.235,,2151.0,2019.3,7.974,454.8,456.5,1897.5,101.5,20.4,49.3,1.3,0.0,0.0,14.416,2.45,1.55
67,NYOS1905,4.1,6/1/19 9:55,28,-72.81533333,40.6545,9.808,9.732,13.1916,30.8778,7.991,0.7588,6.43E+00,1023.2086,13.1903,23.1648,8.9523,273.428,8.65734,264.42038,103.406,,2106.4,1965.8,7.965,463.2,464.9,1839.9,107.1,18.8,50.5,1.7,0.0,0.0,13.829,2.61,1.66
68,NYOS1905,4.1,6/1/19 9:55,28,-72.81533333,40.6545,1.652,1.639,15.0191,30.4508,8.013,0.6168,3.12E+01,1022.471,15.0189,22.4637,8.5886,262.5,8.36278,255.5988,102.699,,2086.0,1934.3,7.976,450.4,452.0,1802.9,114.1,17.3,52.8,2.1,0.0,0.0,13.268,2.80,1.78
69,NYOS1905,3.1,6/1/19 12:28,26,-72.50383333,40.75366667,23.63,23.446,10.18,31.5289,7.995,0.7653,7.61E-01,1024.3205,10.1774,24.2136,8.3277,254.093,9.19129,280.4412,90.605,,2134.6,2009.1,7.957,471.5,473.3,1890.3,97.8,21.0,47.5,1.3,0.0,0.0,14.647,2.37,1.50
70,NYOS1905,3.1,6/1/19 12:28,26,-72.50383333,40.75366667,9.984,9.907,13.7521,30.3069,8.031,0.324,5.39E+00,1022.6579,13.7508,22.6134,8.9199,272.585,8.58834,262.45434,103.86,,2076.0,1926.8,7.991,429.3,430.9,1797.7,111.9,17.2,52.5,1.9,0.0,0.0,13.381,2.74,1.74
71,NYOS1905,3.1,6/1/19 12:28,26,-72.50383333,40.75366667,1.855,1.84,15.6765,29.4912,8.052,0.5587,2.96E+01,1021.5937,15.6763,21.5855,8.8332,270.208,8.30227,253.96743,106.395,,2042.7,1897.2,7.968,454.8,456.4,1770.0,110.0,17.2,50.5,2.1,0.0,0.0,13.410,2.72,1.72
72,NYOS1905,3.2,6/1/19 15:44,50,-72.38533333,40.43133333,49.29,48.905,6.2777,32.3884,7.912,0.091,9.30E-02,1025.6828,6.2736,25.4557,7.6681,233.683,9.98087,304.16386,76.828,,2190.3,2094.2,7.914,528.2,530.3,1986.3,81.2,26.7,40.8,0.8,0.0,0.0,16.321,1.95,1.23
73,NYOS1905,3.2,6/1/19 15:44,50,-72.38533333,40.43133333,37.99,37.694,8.1067,32.5078,7.948,0.1533,3.16E-01,1025.4754,8.103,25.3021,8.4223,256.707,9.56311,291.47645,88.071,,2195.8,2065.2,7.985,445.5,447.2,1943.0,101.0,21.1,49.7,1.1,0.0,0.0,14.621,2.42,1.53
74,NYOS1905,3.2,6/1/19 15:44,50,-72.38533333,40.43133333,27.896,27.68,9.0798,32.5667,8.038,0.3905,8.22E-01,1025.3279,9.0769,25.2012,9.1604,279.229,9.35365,285.12018,97.934,,2205.1,2041.4,8.055,374.6,376.1,1903.2,120.9,17.2,58.6,1.4,0.0,0.0,13.242,2.91,1.84
75,NYOS1905,3.2,6/1/19 15:44,50,-72.38533333,40.43133333,17.962,17.823,8.8253,32.255,8.04,0.2315,2.39E+00,1025.0782,8.8234,24.9965,9.5077,289.874,9.42571,287.37418,100.87,,2191.1,2034.0,8.048,379.7,381.1,1899.6,116.7,17.6,56.7,1.4,0.0,0.0,13.478,2.82,1.78
76,NYOS1905,3.2,6/1/19 15:44,50,-72.38533333,40.43133333,7.566,7.507,14.346,30.8342,8.047,0.3255,9.34E+00,1022.9333,14.345,22.8997,8.7357,266.883,8.45717,258.37371,103.293,,2130.9,1970.1,7.998,431.3,432.9,1832.9,120.3,16.9,55.3,2.1,0.0,0.0,13.063,2.94,1.87
77,NYOS1905,3.2,6/1/19 15:44,50,-72.38533333,40.43133333,1.788,1.774,15.1112,29.9917,8.065,0.2405,3.72E+01,1022.0989,15.1109,22.091,8.8035,269.166,8.37091,255.94075,105.167,,2075.5,1920.5,7.990,432.8,434.4,1787.7,116.1,16.6,53.4,2.2,0.0,0.0,13.124,2.86,1.81
