YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
1999 07 27 20 193  4.3  5.0   .57  5.88  4.96 149 1008.2  25.9  25.3  21.8 99.0
1999 07 27 21 197  5.6  6.9   .54  8.33  5.36 136 1008.0  26.0  25.3  21.5 99.0
1999 07 27 22 198  5.7  6.9   .60  5.26  4.71 136 1008.0  25.8  25.3  21.6 99.0
1999 07 27 23 197  5.7  6.6   .64  2.63  3.91 140 1007.9  25.8  25.1  21.4 99.0
1999 07 28 00 187  5.6  6.5   .75  6.67  4.09 152 1008.0  25.8  25.1  21.6 99.0
1999 07 28 01 185  5.9  6.8   .68  3.33  4.01 206 1008.5  25.8  24.8  21.6 99.0
1999 07 28 02 184  5.3  6.4   .63  9.09  4.16 131 1008.8  25.4  24.6  21.6 99.0
1999 07 28 03 187  3.8  4.4   .64  3.57  4.27 208 1009.1  25.3  24.6  22.6 99.0
1999 07 28 04 178  2.1  2.5   .66  9.09  4.61 125 1009.4  25.1  24.8  22.9 99.0
1999 07 28 05 333  1.1  1.4   .61  9.09  4.62 126 1009.1  25.0  24.6  23.1 99.0
1999 07 28 06 331  4.1  5.0   .61  7.14  4.92 122 1009.3  24.6  25.0  23.0 99.0
1999 07 28 07 347  4.3  5.0   .60  7.69  5.30 141 1009.0  24.6  25.0  22.8 99.0
1999 07 28 08  13  3.5  4.0   .57 10.00  5.36 130 1008.8  25.0  24.6  22.2 99.0
1999 07 28 09  20  3.2  3.8   .59  8.33  5.56 124 1009.3  25.1  24.6  21.2 99.0
1999 07 28 10  45  1.7  2.1   .59  9.09  5.71 121 1009.5  25.0  24.5  21.3 99.0
1999 07 28 11 342  1.7  1.9   .61  8.33  5.83 115 1010.1  25.1  24.5  21.6 99.0
1999 07 28 12 308  3.4  3.9   .61  7.14  5.83 143 1010.3  24.5  24.5  22.0 99.0
1999 07 28 13 275  2.4  2.8   .62  7.14  5.67 139 1010.3  25.1  24.5  19.8 99.0
1999 07 28 14 242  2.7  3.1   .59  9.09  5.99 113 1010.3  25.3  24.6  20.4 99.0
1999 07 28 15 236  3.5  4.0   .53  6.67  5.47 154 1010.3  25.3  25.0  20.6 99.0
1999 07 28 16 243  3.8  4.7   .56  9.09  5.74 116 1010.3  25.5  25.1  20.6 99.0
1999 07 28 17 226  3.0  3.6   .53 10.00  5.64 112 1010.1  25.8  25.1  19.5 99.0
1999 07 28 18 216  3.8  4.6   .50  9.09  5.57 111 1009.5  26.1  25.3  19.9 99.0
1999 07 28 19 208  5.0  5.6   .49  7.14  5.52 145 1008.6  26.6  25.3  17.8 99.0
1999 07 28 20 211  5.8  6.7   .52  9.09  5.53 121 1007.8  26.8  25.3  17.2 99.0
1999 07 28 21 200  5.9  6.6   .50  7.14  5.56 150 1007.2  26.6  25.3  19.2 99.0
1999 07 28 22 182  5.0  5.8   .49  9.09  5.78 122 1007.0  26.1  25.3  20.9 99.0
1999 07 28 23 180  6.1  7.1   .47  7.69  5.50 135 1006.4  26.1  25.3  21.0 99.0
1999 07 29 00 180  4.6  5.4   .54  9.09  4.45 109 1006.5  25.9  25.3  22.3 99.0
1999 07 29 01 195  3.9  5.0   .58  7.69  4.59 129 1006.6  25.8  25.3  23.0 99.0
1999 07 29 02 241  4.6  5.6   .59  9.09  4.70 112 1007.0  27.5  25.3 999.0 99.0
1999 07 29 03 275  6.5  8.1   .58  7.69  4.68 119 1007.4  27.4  25.3 999.0 99.0
1999 07 29 04 300  5.6  7.2   .60  9.09  4.62 109 1007.2  27.4  25.1 999.0 99.0
1999 07 29 05 276  3.5  3.8   .71  4.35  4.34 203 1007.2  26.8  25.1 999.0 99.0
1999 07 29 06 270  1.4  1.6   .67  7.14  4.66 131 1006.4  26.0  25.0  20.4 99.0
1999 07 29 07 277   .1   .4   .66  9.09  4.67 118 1006.4  25.3  25.1  21.6 99.0
1999 07 29 08 224  1.9  2.8   .61  4.76  4.58 197 1006.3  25.3  25.1  21.4 99.0
1999 07 29 09 265  4.5  5.4   .62  9.09  4.64 117 1006.2  25.0  25.0  21.3 99.0
1999 07 29 10 190  3.5  5.5   .63  4.17  4.34 207 1005.7  24.6  25.0  21.4 99.0
1999 07 29 11 227  5.9  6.9   .67  8.33  4.20 118 1006.2  24.6  25.0  20.9 99.0
1999 07 29 12 236  5.0  5.8   .65  3.85  4.03 207 1005.7  24.6  24.6  19.2 99.0
1999 07 29 13 232  8.4  9.8   .72 10.00  4.12  86 1006.0  24.3  24.6  19.7 99.0
1999 07 29 14 225  7.4  8.6   .79  3.70  3.88 215 1005.8  24.2  24.6  20.1 99.0
1999 07 29 15 230  5.9  6.7   .86  4.55  4.03 194 1006.6  24.2  24.6  18.8 99.0
1999 07 29 16 210  5.1  5.8   .83  4.35  4.10 198 1005.8  24.2  24.6  19.7 99.0
1999 07 29 17 210  4.7  5.6   .81  4.35  4.23 198 1005.5  24.4  24.6  19.1 99.0
1999 07 29 18 211  5.6  6.4   .71  4.17  4.36 206 1006.2  24.5  25.0  19.5 99.0
1999 07 29 19 193  4.7  5.9   .72  9.09  4.22 119 1005.4  24.5  25.0  20.5 99.0
1999 07 29 20 198  5.0  5.7   .70  4.55  4.31 185 1004.7  25.0  25.0  21.0 99.0
1999 07 29 21 188  4.4  4.9   .64  4.35  4.30 191 1004.2  25.0  25.0  21.1 99.0
1999 07 29 22 178  4.6  5.2   .63  9.09  4.50 118 1003.9  24.8  25.0  20.9 99.0
1999 07 29 23 180  4.2  5.0   .59  9.09  4.45 128 1003.4  24.6  25.0  21.0 99.0
1999 07 30 00 183  4.0  4.7   .56 10.00  4.48 126 1003.9  24.6  25.0  21.3 99.0
1999 07 30 01 187  4.3  5.0   .55  7.14  4.37 146 1003.8  24.5  25.0  21.8 99.0
1999 07 30 02 169  4.0  4.6   .57  8.33  4.41 117 1003.9  24.4  25.0  22.0 99.0
1999 07 30 03 152  3.0  3.3   .55  9.09  4.33 118 1004.2  24.3  25.0  22.2 99.0
1999 07 30 04 132  4.3  5.0   .56 10.00  4.42 122 1004.1  24.3  25.0  22.2 99.0
1999 07 30 05 143  4.4  5.4   .53  6.67  4.49 138 1003.9  24.3  25.0  22.2 99.0
1999 07 30 06 153  5.3  5.8 99.00 99.00 99.00 999 1003.9  24.3  25.0  21.9 99.0
1999 07 30 07 144  4.2  4.8   .58 10.00  4.52 119 1003.3  24.3  24.6  21.7 99.0
1999 07 30 08 127  3.7  4.3   .54 10.00  4.36 107 9999.0  24.2  24.6  21.5 99.0
1999 07 30 09 128  4.1  4.7   .53 10.00  4.57 123 1002.7  24.3  24.6  21.2 99.0
1999 07 30 10 127  3.8  4.4 99.00 99.00 99.00 999 1003.2  24.3  24.6  21.4 99.0
1999 07 30 11  92  1.5  1.8   .55 10.00  4.54 118 1003.9  24.5  24.6  20.9 99.0
1999 07 30 12  14  1.6  2.4   .56  6.25  4.66 139 1004.7  25.0  24.6  21.5 99.0
1999 07 30 13  35  2.8  3.5   .60  6.67  5.09 130 1004.7  24.6  24.6  21.8 99.0
1999 07 30 14  62  4.4  5.1   .58  6.67  5.24 142 1004.7  24.5  25.0  21.9 99.0
1999 07 30 15  75  2.5  3.4   .59  5.56  5.38 154 1005.4  24.6  25.0  21.6 99.0
1999 07 30 16  90  2.0  2.4   .64  6.25  5.41 157 1005.4  25.0  25.1  21.9 99.0
1999 07 30 17  92  2.7  3.2   .65  5.88  5.43 163 1004.9  24.8  25.4  21.8 99.0
1999 07 30 18  80  2.6  3.2   .61  5.88  5.37 163 1004.9  25.0  25.8  21.7 99.0
1999 07 30 19 116  1.9  2.6   .63  5.26  5.32 154 1004.9  24.6  25.8  21.9 99.0
1999 07 30 20 109  2.6  3.1 99.00 99.00 99.00 999 1004.9  25.0  26.1  21.7 99.0
1999 07 30 21 138  2.8  3.4   .64  5.88  4.93 159 1004.7  25.1  25.9  21.6 99.0
1999 07 30 22 130  3.5  4.0   .65  6.25  4.98 150 1004.7  25.3  25.9  22.0 99.0
1999 07 30 23 127  4.9  5.5   .65  5.56  5.01 155 1004.8  25.3  25.8  22.1 99.0
1999 07 31 00 135  5.2  5.8   .68  5.56  5.07 156 1005.2  25.1  25.4  22.0 99.0
1999 07 31 01 135  4.8  5.6   .63  5.56  4.79 166 1005.5  25.3  25.3  22.0 99.0
1999 07 31 02 168  4.1  4.8   .60  5.26  4.98 156 1006.3  25.3  25.3  22.1 99.0
1999 07 31 03 166  4.0  4.8   .62  5.26  4.89 149 1006.5  25.1  25.3  21.9 99.0
1999 07 31 04 220  2.6  3.0   .59  5.56  4.99 151 1007.2  25.1  25.3  22.2 99.0
1999 07 31 05 128  1.6  1.9   .58  5.56  5.13 150 1007.0  24.6  25.1  22.2 99.0
1999 07 31 06 155  1.7  2.0   .55 11.11  5.16 124 1007.1  24.6  25.1  22.3 99.0
1999 07 31 07 133  2.3  2.8   .55  6.67  5.33 112 1007.2  24.6  25.3  22.3 99.0
1999 07 31 08 152  3.0  3.4   .58  6.67  5.43 111 1006.8  24.6  25.3  22.4 99.0
1999 07 31 09 180  2.3  2.7   .63  7.14  5.57 106 1007.0  24.6  25.1  22.2 99.0
1999 07 31 10 160  1.9  2.3   .55  5.88  5.45 116 1007.9  24.5  25.0  22.1 99.0
1999 07 31 11 141  2.6  3.1   .62  6.25  5.64 124 1008.0  24.6  25.0  22.0 99.0
1999 07 31 12 144  3.3  3.8   .62  6.25  5.57 117 1008.6  25.0  25.0  22.5 99.0
1999 07 31 13 149  3.9  4.6   .58  5.88  5.35 136 1009.3  25.1  25.1  22.1 99.0
1999 07 31 14 152  4.0  4.7   .60  5.56  5.29 133 1009.3  25.1  25.3  22.2 99.0
1999 07 31 15 144  4.0  4.5   .60  5.56  5.08 134 1009.6  25.3  25.3  22.6 99.0
1999 07 31 16 137  4.6  5.4   .53  6.25  4.87 129 1009.4  25.3  25.4  22.7 99.0
1999 07 31 17 135  5.4  6.3   .59  6.25  4.78 133 1008.8  25.3  25.4  22.2 99.0
1999 07 31 18 156  5.9  6.8   .66  6.67  4.19 115 1008.8  25.3  25.4  22.6 99.0
1999 07 31 19 166  6.1  7.0   .69  9.09  3.99 133 1008.8  25.4  25.4  22.2 99.0
1999 07 31 20 165  6.4  7.6   .72  3.33  3.96 156 1008.7  25.3  25.4  22.2 99.0
1999 07 31 21 167  7.0  8.2   .71  6.67  3.80 109 1008.5  25.4  25.4  22.2 99.0
1999 07 31 22 176  7.1  8.3   .80  3.45  3.79 168 1008.2  25.4  25.4  21.8 99.0
1999 07 31 23 180  7.2  8.4   .85  3.70  3.94 161 1008.0  25.3  25.4  22.6 99.0
1999 08 01 00 178  7.0  8.0   .87  3.57  3.78 175 1008.3  25.3  25.3  23.5 99.0
1999 08 01 01 178  6.6  8.1   .84  3.85  4.00 173 1008.0  25.3  25.3  23.5 99.0
1999 08 01 02 186  6.8  8.0   .83  4.00  4.04 180 1008.4  25.3  25.3  23.6 99.0
1999 08 01 03 191  7.1  8.7   .79  4.35  4.05 165 1008.1  25.3  25.3  23.2 99.0
1999 08 01 04 195  6.9  8.3   .83  4.35  4.13 174 1008.1  25.3  25.3  22.9 99.0
1999 08 01 05 192  7.4  8.5   .90  4.35  4.09 172 1007.9  25.3  25.3  23.1 99.0
1999 08 01 06 194  8.0  9.5   .93  4.17  4.16 185 1007.1  25.3  25.1  23.4 99.0
1999 08 01 07 198  7.8  9.5   .92  4.55  4.17 189 1006.6  25.3  25.1  23.3 99.0
1999 08 01 08 227  7.5  9.0  1.01  4.35  4.24 200 1007.2  25.4  25.1  23.5 99.0
1999 08 01 09 200  7.4  8.6  1.03  4.55  4.29 194 1006.3  25.3  25.1  23.9 99.0
1999 08 01 10 199  7.2  8.6  1.03  4.55  4.32 195 1006.0  25.1  25.1  23.8 99.0
1999 08 01 11 191  7.8  9.1  1.03  4.55  4.24 193 1005.8  25.3  25.0  23.9 99.0
1999 08 01 12 195  5.9  7.4   .99  4.55  4.16 191 1006.5  25.3  25.0  24.1 99.0
1999 08 01 13 215  4.4  5.3   .90  4.35  4.16 186 1007.2  25.3  25.0  24.2 99.0
1999 08 01 14 222  5.0  6.2   .87  4.76  4.43 191 1007.1  25.1  25.0  24.0 99.0
1999 08 01 15 253  4.8  5.9   .76  4.55  4.37 187 1006.9  25.3  25.0  23.8 99.0
1999 08 01 16 263  4.3  4.8   .74  4.55  4.25 186 1006.6  25.8  25.1  24.0 99.0
1999 08 01 17 266  4.7  5.5   .70  4.55  4.53 181 1006.8  25.8  25.3  23.7 99.0
1999 08 01 18 245  3.8  4.3   .69  4.17  4.55 190 1006.6  26.1  25.8  23.5 99.0
1999 08 01 19 220  2.8  3.2   .66  8.33  4.74 117 1006.5  26.9  26.0  22.8 99.0
1999 08 01 20 202  3.5  4.3   .67  4.76  4.77 176 1006.4  26.8  26.1  23.9 99.0
1999 08 01 21 209  4.9  5.4   .70  9.09  4.92 108 1006.2  26.9  26.0  23.6 99.0
1999 08 01 22 199  4.5  5.2   .70  8.33  5.04 125 1006.2  27.1  25.9  23.3 99.0
1999 08 01 23 201  4.2  4.9   .65  9.09  5.10 129 1006.3  26.7  25.9  23.9 99.0
1999 08 02 00 198  4.6  5.4   .73  8.33  5.15 133 1006.6  26.6  25.8  23.3 99.0
1999 08 02 01 197  4.7  5.2   .72  9.09  4.87 124 1007.1  26.6  25.8  23.8 99.0
1999 08 02 02 204  3.1  3.6   .75  9.09  4.92 116 1007.9  26.1  25.4  23.5 99.0
1999 08 02 03 230  2.4  2.6   .79  5.26  4.93 165 1008.1  26.1  25.3  23.4 99.0
1999 08 02 04 322  3.4  4.2   .75  8.33  5.17 108 1008.8  25.9  25.3  23.5 99.0
1999 08 02 05 352  7.4 10.3   .77  5.26  5.33 159 1009.0  26.7  25.3  19.8 99.0
1999 08 02 06 349  8.6 10.4   .78  5.88  4.32 154 1009.4  26.2  25.3  14.4 99.0
1999 08 02 07 346  8.8 10.4   .91  3.33  3.86 348 1009.4  25.8  25.1  14.9 99.0
1999 08 02 08 353  9.3 11.0   .95  3.85  3.97 348 1009.1  25.1  25.1  13.8 99.0
1999 08 02 09   2  9.5 11.1  1.09  4.17  4.05   5 1009.3  24.6  25.1  14.1 99.0
1999 08 02 10  10  8.9 10.6  1.25  4.17  4.09  14 1010.2  24.4  25.0  15.0 99.0
1999 08 02 11  21  9.0 11.1  1.18  4.35  4.14  24 1011.1  24.2  24.6  14.1 99.0
1999 08 02 12  28  8.4 10.0  1.10  4.35  4.13  27 1011.6  24.3  24.6  14.3 99.0
1999 08 02 13  22  7.8  9.3  1.05  4.55  4.13  32 1012.1  24.3  24.6  13.9 99.0
1999 08 02 14  20  7.5  8.8  1.02  4.17  4.23  42 1012.5  24.2  24.6  13.4 99.0
1999 08 02 15  24  6.9  8.2  1.05  4.35  4.14  50 1012.7  24.3  24.6  12.1 99.0
1999 08 02 16  21  6.5  7.6  1.10  4.76  4.32  66 1012.7  24.3  24.6  12.1 99.0
1999 08 02 17  25  5.6  6.7   .99  5.00  4.44  67 1012.7  24.6  24.6  12.5 99.0
1999 08 02 18  42  4.4  5.2   .87  4.76  4.53  74 1012.6  24.7  25.0  12.1 99.0
1999 08 02 19  66  4.1  4.7   .88  4.55  4.60  78 1012.7  24.9  25.0  13.0 99.0
1999 08 02 20  95  3.6  4.1   .90  5.26  4.79  84 1012.7  25.0  25.0  12.8 99.0
1999 08 02 21 116  4.3  5.0   .87  5.00  4.68  88 1012.7  25.0  25.1  13.3 99.0
1999 08 02 22 129  3.6  4.3   .07  7.14  7.14 112 1012.7  25.0  25.0  13.4 99.0
1999 08 02 23 139  3.8  4.4   .91  5.88  5.04 102 1013.1  25.0  25.0  12.7 99.0
1999 08 03 00 151  4.5  5.1   .86  5.88  4.88 100 1013.3  24.8  25.0  15.6 99.0
1999 08 03 01 145  4.8  5.5   .81  5.56  4.80  97 1014.0  24.5  25.0  15.8 99.0
1999 08 03 02 145  3.8  4.4   .80  5.26  4.70  94 1014.7  24.5  25.0  15.7 99.0
1999 08 03 03 164  1.6  2.2   .79  5.56  4.87 104 1015.0  24.5  25.0  16.7 99.0
1999 08 03 04 326  3.3  3.8   .74  5.26  4.79  96 1015.6  24.4  25.0  17.4 99.0
1999 08 03 05 331  3.5  4.2   .75  6.25  5.02 128 1015.7  24.5  25.0  18.2 99.0
1999 08 03 06  11  7.6  9.1   .69  5.88  5.05 127 1015.0  25.0  25.0  13.9 99.0
1999 08 03 07 356  8.3  9.2   .84  7.14  4.07 137 1015.0  24.3  25.0  12.9 99.0
1999 08 03 08 352  7.8  9.1   .94  3.70  4.05   5 1015.2  24.2  24.6  13.1 99.0
1999 08 03 09 355  8.0  9.5   .86  3.70  4.03   6 1015.7  23.7  24.6  14.1 99.0
1999 08 03 10   4  6.2  7.3   .90  3.85  3.91  21 1016.2  23.0  24.6  13.4 99.0
1999 08 03 11 352  6.6  7.8   .88  3.85  4.00  13 1016.5  22.7  24.5  14.5 99.0
1999 08 03 12   5  7.4  9.0   .88  3.85  4.09  18 1017.0  22.2  24.5  13.9 99.0
1999 08 03 13   7  7.0  8.3   .92  3.85  4.09  27 1018.0  21.9  24.6  13.2 99.0
1999 08 03 14  11  6.8  8.0   .97  4.00  4.23  25 1018.1  21.9  24.6  14.3 99.0
1999 08 03 15  22  6.6  8.0   .99  4.00  4.33  32 1018.6  22.0  24.6  13.2 99.0
1999 08 03 16  10  6.7  8.3   .91  4.00  4.35  36 1018.1  22.3  24.6  13.0 99.0
1999 08 03 17  18  4.7  6.4   .85  6.25  4.35 123 1018.0  22.7  24.6  11.4 99.0
1999 08 03 18  31  3.0  3.9 99.00 99.00 99.00 999 1018.0  22.7  25.0  11.1 99.0
1999 08 03 19  70  3.0  3.9   .82  5.88  4.67 129 1017.4  22.9  25.0   9.9 99.0
1999 08 03 20  96  2.0  2.7 99.00 99.00 99.00 999 1017.3  23.0  25.0   9.9 99.0
1999 08 03 21 126  2.4  3.6   .76  4.76  4.78  95 1017.4  23.0  25.1  10.1 99.0
1999 08 03 22 126  3.6  4.6 99.00 99.00 99.00 999 1017.2  23.4  25.1  11.6 99.0
1999 08 03 23 121  4.8  5.4   .67  6.25  4.70 125 1017.2  23.5  25.0  13.2 99.0
1999 08 04 00 123  5.0  5.7   .76  5.88  4.79 124 1017.2  23.5  25.0  14.3 99.0
1999 08 04 01 133  4.9  5.8   .73  6.67  4.80 134 1017.2  23.5  24.6  14.7 99.0
1999 08 04 02 137  4.1  4.9   .71  5.88  4.58 126 1017.3  23.7  24.6  13.9 99.0
1999 08 04 03 135  3.0  3.7   .69  6.25  4.60 132 1017.2  23.7  24.6  13.3 99.0
1999 08 04 04 136  2.2  2.7   .69  5.88  4.93 124 1015.9  23.7  24.6  12.2 99.0
1999 08 04 05 154  2.0  2.7   .67  6.25  5.11 126 1016.9  23.5  24.6  13.2 99.0
1999 08 04 06 196   .9  1.3   .72  6.25  5.41 121 1017.2  23.5  24.6  13.3 99.0
1999 08 04 07 175   .8  1.2   .67  6.67  5.37 116 1016.5  23.4  24.6  13.1 99.0
1999 08 04 08 183   .5  1.1   .73  9.09  5.64 134 1016.3  23.0  24.6  13.1 99.0
1999 08 04 09 336   .4   .8   .72  6.25  5.44 117 1016.3  22.9  24.5  13.1 99.0
1999 08 04 10  22   .6  1.0   .70  5.56  5.28 117 1016.4  22.9  24.5  13.1 99.0
1999 08 04 11  35  1.6  2.2   .69  7.69  5.44 133 1016.5  23.7  24.5  13.4 99.0
1999 08 04 12  51  2.3  3.1   .68  6.67  5.29 132 1016.5  23.8  24.5  15.4 99.0
1999 08 04 13  71  2.3  3.1   .71  8.33  5.43 141 1016.6  23.8  24.6  14.8 99.0
1999 08 04 14  88  2.8  3.7   .70  6.67  5.30 128 1016.4  23.8  24.6  15.2 99.0
1999 08 04 15  86  3.0  3.9   .74  6.67  5.22 128 1016.3  23.8  25.0  15.7 99.0
1999 08 04 16  87  2.8  3.7   .73  7.14  5.19 139 1015.7  23.8  25.1  15.7 99.0
1999 08 04 17 107  2.4  3.5 99.00 99.00 99.00 999 1014.9  23.9  25.3  15.1 99.0
1999 08 04 18  99  2.2  3.2   .67  6.67  5.40 135 1014.7  24.2  25.3  15.9 99.0
1999 08 04 19 122  4.1  5.0   .66  6.67  5.85 129 1014.2  23.9  25.4  14.8 99.0
1999 08 04 20 137  4.0  5.2   .64  7.14  5.80 136 1013.4  24.1  25.3  14.4 99.0
1999 08 04 21 138  4.5  5.6   .65  7.14  5.76 132 1013.2  24.2  25.3  13.8 99.0
1999 08 04 22 140  4.4  5.7   .70  7.69  5.85 130 1012.7  24.2  25.3  15.2 99.0
1999 08 04 23 138  4.1  4.9   .66  7.14  5.49 136 1012.5  24.3  25.1  14.2 99.0
1999 08 05 00 131  5.1  6.2   .66  7.14  5.23 139 1011.7  24.2  25.1  13.9 99.0
1999 08 05 01 131  6.0  7.1   .68  6.67  5.25 139 1011.4  23.8  25.0  13.1 99.0
1999 08 05 02 137  5.7  7.6   .81  6.67  4.98 146 1011.5  23.8  25.0  13.6 99.0
1999 08 05 03 144  4.3  5.5   .83  6.25  4.89 146 1011.4  23.7  25.0  12.5 99.0
1999 08 05 04 149  3.2  3.9   .97  6.67  5.23 152 1011.1  23.5  25.0  12.3 99.0
1999 08 05 05 154  2.9  3.7   .94  7.14  5.23 158 1010.3  23.5  25.0  12.1 99.0
1999 08 05 06 154  1.6  2.4   .95  6.25  5.28 149 1009.5  23.3  25.0  13.8 99.0
1999 08 05 07 153   .8  1.3   .89  6.67  5.30 150 1009.4  23.0  25.0  14.0 99.0
1999 08 05 08 276  1.5  2.5   .87  6.25  5.20 130 1008.8  22.9  24.6  14.4 99.0
1999 08 05 09 270  1.7  2.3   .90  6.67  5.39 146 1008.9  23.0  24.6  14.7 99.0
1999 08 05 10 280  1.8  2.4   .87  7.14  5.34 133 1009.2  23.0  24.6  15.2 99.0
1999 08 05 11 268  1.8  2.7   .77  7.14  5.20 142 1009.4  23.4  24.6  16.1 99.0
1999 08 05 12 258  3.2  3.9   .83  6.67  5.43 138 1009.3  23.5  24.6  16.4 99.0
1999 08 05 13 245  4.0  5.1   .75  6.67  5.38 138 1008.8  23.5  24.6  17.9 99.0
1999 08 05 14 236  5.0  6.2   .88  7.14  5.50 143 1008.6  23.7  25.0  18.4 99.0
1999 08 05 15 249  5.4  6.7   .81  6.67  4.91 148 1007.9  23.8  25.0  18.1 99.0
1999 08 05 16 244  5.0  5.9   .82  6.25  4.54 131 1007.8  23.8  25.0  19.6 99.0
1999 08 05 17 222  4.6  5.4   .85  6.67  4.64 148 1007.8  24.2  25.1  20.1 99.0
1999 08 05 18 205  4.5  5.4 99.00 99.00 99.00 999 1007.9  24.5  25.1  20.7 99.0
1999 08 05 19 188  6.5  7.3 99.00 99.00 99.00 999 1007.2  24.6  25.3  20.6 99.0
1999 08 05 20 190  8.7 10.5   .88  6.67  4.42 133 1006.5  24.6  25.1  20.7 99.0
1999 08 05 21 236 10.0 12.6  1.01  7.14  4.29 121 1008.0  22.5  25.1  19.7 99.0
1999 08 05 22 201  4.2  5.5  1.01  7.69  4.49 136 1007.9  22.2  25.0  15.7 99.0
1999 08 05 23 158  7.5  9.1  1.01  6.67  4.60 152 1007.2  22.2  25.0  18.5 99.0
1999 08 06 00 173  6.8  8.2   .92  6.67  4.54 144 1007.8  24.2  25.0  19.4 99.0
1999 08 06 01 194  7.6  9.2  1.10  7.14  5.06 152 1008.0  24.5  25.0  19.9 99.0
1999 08 06 02 200  6.7  8.1  1.34  7.14  4.87 149 1008.6  24.6  25.0  21.4 99.0
1999 08 06 03 228  6.2  7.5  1.58  7.69  5.30 165 1008.8  25.0  25.0  22.5 99.0
1999 08 06 04 268  5.4  6.6  1.39  6.67  5.32 160 1008.9  24.9  24.7  22.2 99.0
1999 08 06 05 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 08 06 06 297  7.8  9.3  1.25  7.14  4.93 157 1009.4  25.3  24.6  16.4 99.0
1999 08 06 07 315  7.1  8.3  1.28  7.69  4.73 157 1009.3  24.7  24.6  14.2 99.0
1999 08 06 08 321  7.4  8.4  1.23  7.69  4.79 161 1009.6  23.6  24.6  16.4 99.0
1999 08 06 09 329  5.5  6.4  1.16  8.33  4.72 153 1010.1  23.1  24.6  17.7 99.0
1999 08 06 10 331  4.3  5.2  1.03  7.69  4.92 154 1011.0  23.3  24.5  17.5 99.0
1999 08 06 11 336  5.0  6.1   .98  7.69  4.97 154 1011.1  23.0  24.5  15.1 99.0
1999 08 06 12 327  4.0  4.8   .99  7.69  4.84 163 1011.8  23.0  24.5  13.8 99.0
1999 08 06 13 339  1.7  2.4   .89  8.33  5.08 155 1011.9  23.0  24.5  12.8 99.0
1999 08 06 14 295  1.7  2.4   .92  7.69  5.49 165 1012.0  23.4  24.5  13.1 99.0
1999 08 06 15 273  1.8  2.6  1.01  7.69  5.85 173 1012.4  23.5  24.6  13.0 99.0
1999 08 06 16 225  1.3  2.0   .96  8.33  6.02 167 1011.9  23.7  25.0  12.9 99.0
1999 08 06 17 211  2.5  3.3 99.00 99.00 99.00 999 1011.5  23.8  25.3  12.6 99.0
1999 08 06 18 197  4.0  4.8   .97  7.14  6.04 171 1011.1  24.2  25.4  12.2 99.0
1999 08 06 19 202  4.9  6.2 99.00 99.00 99.00 999 1010.3  24.3  25.8  14.3 99.0
1999 08 06 20 192  5.8  7.1   .93  7.14  5.83 166 1010.2  24.5  25.3  14.8 99.0
1999 08 06 21 196  7.0  8.2   .97  7.69  6.06 163 1010.0  24.8  25.3  14.5 99.0
1999 08 06 22 204  7.7  9.3  1.01  7.69  5.03 157 1009.6  25.3  25.1  15.5 99.0
1999 08 06 23 211  7.5  9.9  1.04  7.69  4.62 151 1009.4  25.4  25.1  16.7 99.0
1999 08 07 00 220  9.4 11.4  1.12  7.69  4.58 155 1009.2  25.4  25.0  17.6 99.0
1999 08 07 01 225  9.2 10.9  1.26  7.69  4.56 160 1009.4  25.3  24.7  19.2 99.0
1999 08 07 02 224  8.5 10.2  1.40  5.26  4.76 203 1010.0  25.3  24.6  19.5 99.0
1999 08 07 03 223  8.4  9.9  1.37  5.00  4.83 212 1010.2  25.3  24.6  19.9 99.0
1999 08 07 04 232  7.0  8.5  1.33  5.26  4.77 199 1010.6  25.1  24.5  20.8 99.0
1999 08 07 05 250  7.4  8.4  1.27  5.26  4.65 205 1010.9  25.4  24.5  18.4 99.0
1999 08 07 06  10  6.7  7.9  1.17  7.69  4.87 163 1011.6  24.3  24.5  15.2 99.0
1999 08 07 07 360  5.7  6.8  1.01  5.26  4.60 196 1012.5  23.6  24.5  13.7 99.0
1999 08 07 08 349  5.2  6.5  1.04  7.69  4.40 163 1012.9  23.5  24.5  13.5 99.0
1999 08 07 09 357  3.9  5.1   .97  7.14  4.52 153 1013.5  23.0  24.3  13.9 99.0
1999 08 07 10 316  2.7  3.5   .87  7.14  4.40 154 1014.2  22.7  24.3  13.6 99.0
1999 08 07 11 320  4.3  5.4   .80  6.67  4.52 152 1015.0  22.8  24.3  11.9 99.0
1999 08 07 12 321  4.2  5.9   .77  7.14  4.67 150 1015.6  22.7  24.3  11.0 99.0
1999 08 07 13 320  5.3  6.3   .80  6.67  4.78 152 1015.7  22.0  24.3  11.2 99.0
1999 08 07 14 322  4.7  5.6   .69  7.14  4.55 153 1015.3  21.9  24.3  12.3 99.0
1999 08 07 15 327  3.5  4.7   .72  7.14  4.45 152 1016.3  22.2  24.3  11.3 99.0
1999 08 07 16 333  1.4  2.1   .64  6.67  4.51 164 1016.0  22.7  24.5   8.4 99.0
1999 08 07 17 228   .7  1.4   .67  6.25  4.80 163 1015.8  23.3  25.0   8.9 99.0
