YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
1999 02 06 11 313  3.9  5.1  1.03 10.00  6.18  89 1017.8   1.8   5.9  -8.1 99.0
1999 02 06 12 329  3.0  3.8   .92 10.00  5.91  91 1017.4   1.9   5.9  -8.6 99.0
1999 02 06 13  50  1.5  2.3   .86 10.00  6.52  90 1016.5   2.0   5.9  -8.8 99.0
1999 02 06 14 129  1.2  1.8   .82 10.00  7.25  98 1016.3   2.3   5.9  -7.9 99.0
1999 02 06 15 161  1.5  2.3   .76 10.00  7.20  97 1015.0   2.7   6.0  -7.3 99.0
1999 02 06 16 195  3.1  4.1   .96 10.00  8.27  92 1014.8   3.1   6.2  -5.7 99.0
1999 02 06 17 227  6.1  8.1   .85 10.00  8.41  92 1013.3   4.4   6.2  -2.7 99.0
1999 02 06 18 246  5.3  6.5   .90 10.00  6.14  85 1011.8   4.3   6.2  -1.3 99.0
1999 02 06 19 238  4.6  5.8  1.04 10.00  6.14  84 1010.9   3.9   6.2   -.4 99.0
1999 02 06 20 230  5.1  6.4   .95 10.00  5.87  86 1010.0   4.0   6.2   -.6 99.0
1999 02 06 21 239  6.0  7.3  1.05  9.09  5.92  84 1009.5   4.7   6.2   -.9 99.0
1999 02 06 22 256  7.3  8.3  1.01 10.00  5.10  89 1009.4   4.4   6.0   -.4 99.0
1999 02 06 23 265  7.4  9.2  1.09 10.00  5.25  86 1009.6   4.3   6.0  -2.4 99.0
1999 02 07 00 273  8.4 10.4  1.05 10.00  5.17  86 1010.0   5.1   6.0  -1.7 99.0
1999 02 07 01 272  8.4 10.0  1.05 11.11  4.73  87 1010.4   5.2   6.0  -1.4 99.0
1999 02 07 02 262  6.5  8.3  1.07 11.11  4.60  88 1010.8   5.8   6.0    .3 99.0
1999 02 07 03 292  7.8  9.7   .96 11.11  4.35  90 1011.3   5.9   6.0    .7 99.0
1999 02 07 04 300  9.6 11.8  1.05 11.11  4.31  96 1011.4   6.2   6.0    .0 99.0
1999 02 07 05 301  9.1 11.1  1.10  4.17  4.22 282 1011.8   6.0   6.2  -1.0 99.0
1999 02 07 06 293  9.4 11.5  1.02  4.17  4.23 297 1012.1   5.9   6.2  -1.9 99.0
1999 02 07 07 295  8.5 11.2  1.13  4.35  4.23 291 1012.6   5.6   6.2  -1.4 99.0
1999 02 07 08 298  8.9 10.2   .97  4.55  4.41 284 1013.1   5.5   6.2  -1.8 99.0
1999 02 07 09 298  8.9 10.3   .99 10.00  4.30  90 1012.8   5.2   6.0  -2.9 99.0
1999 02 07 10 295  8.6 10.2  1.02  4.35  4.18 289 1014.7   5.2   6.0  -2.2 99.0
1999 02 07 11 308  8.5  9.7  1.02  4.35  4.29 295 1014.7   4.8   6.0  -3.6 99.0
1999 02 07 12 298  7.1  8.8   .93  4.35  4.33 287 1015.3   4.4   6.0  -4.1 99.0
1999 02 07 13 308  7.4  8.7   .91  4.17  4.33 286 1014.7   4.4   6.0  -4.7 99.0
1999 02 07 14 315  6.9  8.5   .85  4.00  4.38 283 1014.2   4.3   6.0  -4.1 99.0
1999 02 07 15 316  6.2  7.2   .82 10.00  4.45  94 1014.4   4.3   6.2  -3.5 99.0
1999 02 07 16 329  5.4  6.4   .77 10.00  4.27  94 1014.5   4.0   6.2  -4.6 99.0
1999 02 07 17 311  3.2  3.8   .69 10.00  4.29  97 1014.9   4.0   6.2  -3.8 99.0
1999 02 07 18 357  2.5  3.6   .61 10.00  4.54  90 1013.2   4.0   6.2  -5.3 99.0
1999 02 07 19 131   .5  1.2   .55 10.00  5.00  91 1013.0   4.0   6.2  -4.0 99.0
1999 02 07 20 141  1.3  1.8   .52 10.00  5.50  95 1012.5   4.3   6.2  -4.2 99.0
1999 02 07 21  72  1.6  2.3   .46 10.00  5.95  97 1012.1   4.0   6.2  -3.6 99.0
1999 02 07 22 211  2.0  2.8   .49 10.00  6.20  94 1013.0   4.3   6.0  -3.0 99.0
1999 02 07 23 109  2.3  3.2   .47  9.09  6.49  98 1011.2   4.3   6.0  -3.2 99.0
1999 02 08 00 110  3.7  4.7   .49  9.09  6.66 103 1010.5   4.3   6.0  -1.8 99.0
1999 02 08 01 156  5.2  6.1   .41  8.33  6.40 105 1009.7   4.0   6.0   -.3 99.0
1999 02 08 02 118  5.7  6.6   .45  8.33  6.41 117 1008.6   3.5   6.0   1.0 99.0
1999 02 08 03  97  5.2  6.8   .50  8.33  5.09 109 1008.0   3.7   6.0   1.3 99.0
1999 02 08 04  58  6.2  7.5   .53  7.69  4.58 143 1007.3   3.9   6.2   1.4 99.0
1999 02 08 05  48  8.0  9.5   .63  7.14  4.27 181 1007.0   3.9   6.2   2.1 99.0
1999 02 08 06  45 10.3 12.0   .92  3.45  3.69  73 1005.9   3.3   6.2   1.7 99.0
1999 02 08 07  36 10.6 12.2  1.21  4.17  4.06  52 1006.2   3.1   6.2   1.6 99.0
1999 02 08 08  35 10.1 11.6  1.32  5.00  4.36  58 1006.3   2.9   6.2   1.5 99.0
1999 02 08 09  31  9.7 11.8  1.62  5.26  4.62  52 1006.3   3.1   6.2   1.5 99.0
1999 02 08 10  24  9.3 11.0  1.50  5.26  4.61  60 1007.1   2.0   6.2    .7 99.0
1999 02 08 11  16  9.8 11.8  1.44  5.56  4.69  70 1007.8   2.0   6.2    .6 99.0
1999 02 08 12  13  9.9 11.9  1.50  5.56  4.58  73 1008.8   1.8   6.2    .2 99.0
1999 02 08 13  21 10.5 12.4  1.46  5.26  4.46  61 1010.1    .8   6.2   -.8 99.0
1999 02 08 14  20 10.3 11.8  1.51  5.26  4.59  64 1011.0    .9   6.2  -1.2 99.0
1999 02 08 15  18  9.1 11.1  1.38  5.88  4.46  78 1011.6   1.3   6.2  -1.8 99.0
1999 02 08 16   2  7.0  8.6 99.00 99.00 99.00 999 1013.2    .6   6.0  -2.3 99.0
1999 02 08 17 344  8.2  9.8  1.40  5.88  4.74  79 1013.4    .4   6.0  -4.1 99.0
1999 02 08 18 344  7.9  9.3  1.27  5.88  4.65  79 1013.3    .8   6.0  -6.4 99.0
1999 02 08 19 357  7.7  9.1  1.29  5.56  4.60  78 1013.3   1.2   6.0  -6.1 99.0
1999 02 08 20 343  7.1  8.9  1.18  5.88  4.60  80 1014.3   1.4   6.0  -6.2 99.0
1999 02 08 21 338  6.4  7.7  1.15  5.56  4.81  78 1015.4   1.6   6.0  -4.7 99.0
1999 02 08 22 334  5.6  6.9  1.19  8.33  4.77 153 1016.2   2.0   6.0  -4.6 99.0
1999 02 08 23 318  5.6  6.7  1.20  5.88  4.82  75 1017.2   2.6   5.9  -5.9 99.0
1999 02 09 00 297  6.5  7.8  1.04  5.88  4.76  77 1017.8   3.2   5.9  -8.6 99.0
1999 02 09 01 305  7.3  8.8  1.08  6.25  4.74  93 1018.4   3.6   5.9  -9.9 99.0
1999 02 09 02 288  7.1  8.9  1.04  5.88  4.54  83 1018.9   3.2   5.9  -3.0 99.0
1999 02 09 03 298  5.9  7.2   .96  6.67  4.54 110 1019.6   3.4   5.9  -1.2 99.0
1999 02 09 04 333  4.0  4.8   .95  6.25  4.89 100 1019.5   3.3   5.9  -2.2 99.0
1999 02 09 05 333  3.3  4.0   .84  6.25  4.88 108 1019.9   3.2   5.9  -6.4 99.0
1999 02 09 06 335  3.3  4.3 99.00 99.00 99.00 999 1019.6   3.2   5.9  -5.7 99.0
1999 02 09 07 325  1.9  2.8   .79  7.69  5.17 140 1019.9   3.1   5.9  -7.4 99.0
1999 02 09 08 340  1.0  1.7   .70  8.33  5.31 150 1019.6   2.9   5.9  -8.0 99.0
1999 02 09 09 264  1.6  2.3   .72  6.67  5.54 100 1020.4   2.9   5.9  -7.5 99.0
1999 02 09 10 265  3.4  4.4   .68 10.00  5.80 147 1020.9   3.2   5.9  -5.2 99.0
1999 02 09 11 218  3.3  4.0   .69  6.25  5.96  96 1020.6   3.5   5.9  -2.2 99.0
1999 02 09 12 229  4.1  5.1   .62 10.00  5.87 143 1021.0   3.6   5.9  -1.0 99.0
1999 02 09 13 232  6.1  7.5   .60  7.14  5.98 106 1021.0   3.6   5.9  -1.0 99.0
1999 02 09 14 225  6.5  7.4   .61  7.14  4.86 119 1020.1   3.9   5.9  -1.8 99.0
1999 02 09 15 215  7.5  8.6   .72  7.69  4.22 137 1019.2   3.9   5.9  -1.5 99.0
1999 02 09 16 217  8.7 10.4   .79  3.45  4.05 232 1019.1   4.3   6.0  -1.3 99.0
1999 02 09 17 217  9.1 10.8   .95  3.85  4.11 229 1017.8   4.4   6.0    .2 99.0
1999 02 09 18 208  9.4 11.1  1.12  4.55  4.00 226 1016.5   4.7   6.0   1.3 99.0
1999 02 09 19 215  9.4 11.7  1.19  5.00  4.19 222 1015.8   5.2   6.0   1.9 99.0
1999 02 09 20 218  8.9 10.6  1.38  5.00  4.49 223 1015.5   5.5   6.0   2.0 99.0
1999 02 09 21 213 10.4 12.2  1.52  5.26  4.62 212 1014.5   5.8   6.0   2.7 99.0
1999 02 09 22 205 10.6 12.9  1.69  5.56  4.73 215 1013.5   6.1   6.0   3.5 99.0
1999 02 09 23 220 10.5 12.4  1.74  6.25  4.91 215 1014.0   6.3   6.0   3.9 99.0
1999 02 10 00 229 10.0 11.7  1.78  5.88  4.84 221 1014.3   6.4   6.0   4.1 99.0
1999 02 10 01 231  8.1  9.9  1.73  5.88  4.89 208 1014.2   6.3   6.0   4.4 99.0
1999 02 10 02 232  7.2  8.5  1.61  5.88  4.93 203 1014.3   6.3   6.0   4.6 99.0
1999 02 10 03 237  6.3  7.4  1.39  6.25  4.93 193 1014.1   6.3   6.0   4.7 99.0
1999 02 10 04 236  5.7  6.5  1.34  5.88  4.81 196 1013.5   6.6   6.0   4.5 99.0
1999 02 10 05 228  6.5  7.8  1.26  6.25  4.90 197 1012.7   7.0   6.0   4.6 99.0
1999 02 10 06 248  6.4  7.4  1.36  6.25  4.85 190 1012.6   7.1   6.0   4.6 99.0
1999 02 10 07 250  8.2 11.1  1.28  6.25  4.83 197 1011.7   7.1   6.2   4.4 99.0
1999 02 10 08 271  7.5  8.9  1.21  6.67  4.61 179 1011.7   6.1   6.1   3.4 99.0
1999 02 10 09 268  7.2  8.5  1.28  6.25  4.70 198 1011.9   6.0   6.0   3.2 99.0
1999 02 10 10 281  9.6 11.4  1.19  6.25  4.61 189 1012.6   6.4   6.0   2.1 99.0
1999 02 10 11 280 10.1 12.9  1.19  6.25  4.32 183 1014.0   6.6   6.0   2.0 99.0
1999 02 10 12 278  9.2 10.8  1.20  3.70  4.25 280 1015.7   6.3   6.0   1.0 99.0
1999 02 10 13 271  9.0 11.2  1.37  4.35  4.28 265 1016.4   6.3   6.0    .2 99.0
1999 02 10 14 280  9.5 11.8  1.25  4.55  4.30 269 1017.3   5.9   6.0   -.8 99.0
1999 02 10 15 307  9.7 11.7  1.34  4.55  4.30 278 1017.6   5.8   6.0  -2.9 99.0
1999 02 10 16 298  8.8 11.0  1.24  4.55  4.32 285 1018.1   5.6   6.0  -3.0 99.0
1999 02 10 17 282  7.7  9.1  1.15  4.35  4.24 287 1018.1   5.8   6.0  -1.5 99.0
1999 02 10 18 272  6.8  8.6  1.03  4.55  4.22 290 1018.1   5.9   6.0  -1.4 99.0
1999 02 10 19 277  6.9  8.3   .96  4.55  4.10 288 1018.1   6.3   6.2   -.7 99.0
1999 02 10 20 270  5.6  7.9   .82  4.17  4.06 283 1018.7   6.6   6.2    .2 99.0
1999 02 10 21 265  6.6  7.8   .75  4.00  3.93 282 1018.7   7.0   6.0    .0 99.0
1999 02 10 22 271  6.4  7.4   .63  4.00  3.85 278 1018.8   7.1   6.0    .4 99.0
1999 02 10 23 278  4.9  5.9   .55  6.25  3.94 173 1020.5   6.9   5.9   1.0 99.0
1999 02 11 00 276  5.5  6.6   .55  6.67  3.88 184 1021.2   6.6   5.9   1.8 99.0
1999 02 11 01 288  5.3  6.1   .51  3.23  3.72 281 1022.0   6.7   5.9    .9 99.0
1999 02 11 02 309  5.7  6.6   .49  3.45  3.74 286 1022.7   6.7   5.9   -.4 99.0
1999 02 11 03 302  5.3  6.2   .47  3.03  3.57 293 1023.6   6.3   5.9    .3 99.0
1999 02 11 04 307  7.3  8.6   .45  3.12  3.50 299 1023.5   6.4   5.9  -1.9 99.0
1999 02 11 05 302  4.5  5.7   .49  3.03  3.43 295 1024.1   6.0   5.9  -1.8 99.0
1999 02 11 06 305  5.7  7.3   .41  3.12  3.47 285 1023.7   5.9   5.9  -2.1 99.0
1999 02 11 07 306  5.3  6.2   .36  3.23  3.45 284 1024.2   5.6   5.9  -1.8 99.0
1999 02 11 08 320  5.3  6.3   .34  3.33  3.43 277 1025.0   5.2   5.9  -2.4 99.0
1999 02 11 09 316  5.4  6.4   .35  2.86  3.36 292 1025.2   5.1   5.9  -2.3 99.0
1999 02 11 10 332  5.0  5.8   .37  2.63  3.33 295 1025.7   4.8   5.9  -3.5 99.0
1999 02 11 11 331  4.2  5.0   .31  2.70  3.53 295 1025.7   4.7   5.9  -2.9 99.0
1999 02 11 12 357  3.5  3.9   .28 11.11  3.91 113 1026.0   4.4   5.9  -1.9 99.0
1999 02 11 13  32  3.6  4.1   .22 12.50  4.30 132 1026.7   4.8   5.9  -2.0 99.0
1999 02 11 14  42  1.8  2.4   .23 11.11  4.57 126 1027.4   5.5   5.9  -3.4 99.0
1999 02 11 15 123  1.4  2.0   .22 11.11  4.92 130 1027.7   5.9   5.9  -2.9 99.0
1999 02 11 16 198  2.4  2.8   .22 11.11  4.80 127 1028.1   5.9   6.3  -4.1 99.0
1999 02 11 17 190  3.5  4.0   .21 11.11  4.74 116 1027.2   5.9   6.3  -3.0 99.0
1999 02 11 18 176  4.3  4.9   .24 12.50  4.41 135 1026.1   6.3   6.3  -2.4 99.0
1999 02 11 19 176  4.4  5.2   .25 12.50  4.18 124 1025.6   6.4   6.3  -1.6 99.0
1999 02 11 20 167  5.7  6.4   .25 11.11  4.05 132 1024.3   6.6   6.3    .2 99.0
1999 02 11 21 170  6.1  7.5   .36  2.56  3.27 190 1023.9   6.7   6.3   1.6 99.0
1999 02 11 22 180  5.9  6.9   .46  3.03  3.19 185 1023.6   6.7   6.2   3.1 99.0
1999 02 11 23 184  5.9  7.1   .54  3.45  3.49 197 1022.8   6.7   6.0   3.6 99.0
1999 02 12 00 188  6.1  6.8   .56  3.45  3.54 194 1022.7   6.7   6.0   3.8 99.0
1999 02 12 01 187  4.8  5.6   .60  3.85  3.61 198 1022.7   7.0   5.9   3.6 99.0
1999 02 12 02 183  4.9  5.7   .57  3.70  3.66 202 1022.6   7.1   5.9   3.8 99.0
1999 02 12 03 177  4.6  5.0   .55  3.70  3.71 197 1022.7   7.4   5.9   4.6 99.0
1999 02 12 04 183  5.2  6.0   .53  3.70  3.71 181 1022.1   7.5   5.9   5.1 99.0
1999 02 12 05 178  5.9  6.7   .61  3.85  3.66 194 1021.2   7.8   5.9   5.5 99.0
1999 02 12 06 182  7.6  9.5   .70  4.00  3.67 192 1020.3   8.2   5.9   5.6 99.0
1999 02 12 07 180  7.6  8.8   .83  4.00  3.75 193 1019.4   8.3   5.9   5.5 99.0
1999 02 12 08 180  6.9  7.9 99.00 99.00 99.00 999 1018.7   8.2   5.9   5.8 99.0
1999 02 12 09 190  7.6  8.8   .87  4.35  3.92 181 1017.9   8.6   5.9   6.6 99.0
1999 02 12 10 195  8.2  9.5   .88  4.35  3.81 180 1017.3   9.0   5.9   7.0 99.0
1999 02 12 11 196  9.5 11.0  1.19  4.76  4.15 181 1016.5   9.0   5.9   7.3 99.0
1999 02 12 12 197  8.6 10.3  1.33  5.00  4.34 190 1016.4   8.9   5.9   7.3 99.0
1999 02 12 13 196  8.9 10.4  1.47  5.56  4.71 191 1015.9   9.0   5.9   7.4 99.0
1999 02 12 14 197  9.4 11.0  1.30  5.56  4.54 183 1015.6   9.5   6.0   7.8 99.0
1999 02 12 15 195  9.7 11.1  1.54  5.88  4.72 188 1014.8   9.4   6.0   7.9 99.0
1999 02 12 16 194  8.9 10.3  1.62  5.56  4.74 199 1014.1   9.4   6.0   7.8 99.0
1999 02 12 17 188 10.2 11.8  1.68  6.25  4.80 191 1012.5   9.8   6.2   8.2 99.0
1999 02 12 18 191 10.5 12.1  1.97  5.88  4.99 191 1011.0  10.2   6.2   8.6 99.0
1999 02 12 19 187 10.5 12.3  2.18  6.25  5.28 188 1010.1  10.2   6.2   8.8 99.0
1999 02 12 20 180 10.4 12.3  2.08  6.67  5.17 200 1009.2   9.8   6.2   8.5 99.0
1999 02 12 21 185 10.9 12.8  2.17  6.25  5.18 196 1008.1  10.1   6.3   9.1 99.0
1999 02 12 22 191 10.5 13.5  2.25  6.25  5.28 196 1007.7  10.0   6.3   9.2 99.0
1999 02 12 23 187 10.7 12.7  2.15  6.67  5.24 185 1006.7  10.2   6.3   9.4 99.0
1999 02 13 00 184 12.1 14.6 99.00 99.00 99.00 999 1005.3  10.5   6.3   9.8 99.0
1999 02 13 01 185 12.3 14.8  2.35  7.14  5.36 192 1004.5  10.7   6.3   9.8 99.0
1999 02 13 02 237 11.6 15.8  2.64  7.14  5.75 194 1005.6   9.8   6.3   8.7 99.0
1999 02 13 03 287 10.5 12.5  2.37  7.69  5.74 178 1007.3   7.2   6.3   5.8 99.0
1999 02 13 04 290  9.9 12.2  2.23  7.69  5.65 174 1008.1   6.3   5.9   4.0 99.0
1999 02 13 05 283 10.7 13.4  2.14  7.69  5.66 175 1009.4   5.6   5.9   2.8 99.0
1999 02 13 06 295  9.4 11.7  2.30  7.69  5.49 176 1009.9   4.6   5.9   2.6 99.0
1999 02 13 07 289 10.6 12.9  2.19  7.14  5.54 172 1010.1   4.2   6.0   1.4 99.0
1999 02 13 08 294  8.5 11.0  2.26  7.69  5.67 173 1011.2   4.0   6.2   -.3 99.0
1999 02 13 09 293 10.2 12.1  1.91  7.69  5.48 174 1011.8   3.6   6.2  -1.3 99.0
1999 02 13 10 284 10.1 11.9  1.91  7.69  5.40 167 1012.9   3.5   6.2  -2.0 99.0
1999 02 13 11 282 10.1 11.7  1.97  8.33  5.38 165 1013.7   2.9   6.2  -2.8 99.0
1999 02 13 12 284  8.6 10.4  1.71  7.69  5.25 172 1014.5   2.8   6.0  -3.3 99.0
1999 02 13 13 281  6.5  7.8  1.63  7.69  5.27 169 1015.4   2.8   6.0  -4.2 99.0
1999 02 13 14 260  6.9  8.2  1.49  8.33  5.32 156 1015.7   2.8   6.0  -4.4 99.0
1999 02 13 15 253  8.2 10.0  1.54  8.33  5.60 155 1016.3   3.2   6.0  -4.6 99.0
1999 02 13 16 257  8.3 11.0  1.49  9.09  5.33 154 1016.0   3.5   6.0  -4.2 99.0
1999 02 13 17 258  8.6 10.4  1.52  9.09  5.22 155 1015.7   3.7   6.0  -4.7 99.0
1999 02 13 18 266  7.2  9.0  1.53  8.33  5.09 159 1015.4   4.0   6.0  -6.2 99.0
1999 02 13 19 252  7.0  8.7  1.55  9.09  5.48 152 1014.9   4.3   6.0  -6.0 99.0
1999 02 13 20 272  7.0  8.5  1.61  9.09  5.54 157 1014.8   4.3   6.0  -4.9 99.0
1999 02 13 21 287  9.0 11.0  1.53  9.09  5.12 153 1015.5   3.1   5.9  -3.3 99.0
1999 02 13 22 288 10.2 12.3  1.59  9.09  5.14 153 1016.0   3.1   5.9  -3.7 99.0
1999 02 13 23 283  9.7 11.9  1.86 10.00  5.16 149 1017.0   2.5   5.9  -5.6 99.0
1999 02 14 00 278 11.0 13.3 99.00 99.00 99.00 999 1017.7   1.8   5.9  -8.1 99.0
1999 02 14 01 288 10.8 13.2  1.86  5.26  5.00 275 1018.4   1.5   5.9  -6.7 99.0
1999 02 14 02 298  9.6 11.2  1.77  5.00  4.96 266 1018.7    .8   5.9  -7.1 99.0
1999 02 14 03 305  9.4 12.4  1.60  5.26  4.71 265 1019.4    .2   5.9 999.0 99.0
1999 02 14 04 308  9.3 12.4  1.42  5.00  4.65 267 1019.3    .0   5.9  -9.4 99.0
1999 02 14 05 318  9.6 12.5  1.32  5.00  4.78 276 1019.2   -.3   5.9 -12.5 99.0
1999 02 14 06 300  9.1 11.3  1.39  5.00  4.77 278 1019.1   -.4   5.9 -11.6 99.0
1999 02 14 07 310  8.0 10.9  1.38  5.00  4.80 279 1019.4   -.8   5.9 -10.8 99.0
1999 02 14 08 318 10.7 12.9  1.39  5.00  4.66 276 1018.9  -1.6   5.9 -10.1 99.0
1999 02 14 09 317  8.7 11.3  1.27  5.26  4.61 280 1019.3  -2.1   5.9 -10.3 99.0
1999 02 14 10 325  8.5 12.0  1.31  5.26  4.61 281 1019.8  -2.6   5.9  -9.7 99.0
1999 02 14 11 329  9.3 12.4  1.25  5.00  4.56 284 1019.8  -2.7   5.9  -9.4 99.0
1999 02 14 12 331  9.0 11.8  1.30  5.26  4.52 282 1019.9  -3.0   5.9 -10.1 99.0
1999 02 14 13 327 10.1 12.9  1.36  4.76  4.34 307 1020.4  -3.1   5.9 -10.0 99.0
1999 02 14 14 325 10.7 13.4  1.24  5.00  4.32 306 1020.5  -3.1   5.9 -10.3 99.0
1999 02 14 15 323 11.0 13.2  1.54  4.55  4.38 329 1020.6  -3.2   5.9 -10.2 99.0
1999 02 14 16 325 10.1 12.1  1.59  5.00  4.38 312 1021.2  -3.1   5.9  -9.9 99.0
1999 02 14 17 320 10.3 13.1  1.53  5.00  4.49 327 1021.6  -2.7   5.9  -9.7 99.0
1999 02 14 18 318 10.3 13.2  1.46  5.26  4.43 311 1021.2  -2.4   5.9 -11.3 99.0
1999 02 14 19 316  9.5 11.2  1.34  5.00  4.41 312 1021.2  -2.0   5.9  -9.9 99.0
1999 02 14 20 320  9.0 12.6  1.26  5.26  4.37 292 1021.2  -1.7   6.0 -11.1 99.0
1999 02 14 21 326  8.9 11.0  1.27  4.55  4.26 314 1021.3  -1.5   5.9 -13.3 99.0
1999 02 14 22 321  8.2 10.8  1.14  5.00  4.07 288 1021.9   -.7   5.9 -12.3 99.0
1999 02 14 23 329 10.5 12.8  1.13  4.35  4.11 325 1022.0   -.2   5.9 -12.1 99.0
1999 02 15 00 339 12.1 14.0  1.28  4.76  4.12 328 1022.3   -.4   6.0 -12.4 99.0
1999 02 15 01 343 10.4 12.5  1.46  5.00  4.30 322 1023.3   -.6   6.0 -11.0 99.0
1999 02 15 02 342  9.4 11.8  1.24  4.76  4.18 334 1023.9  -1.0   5.9 -11.4 99.0
1999 02 15 03 337  8.9 12.0  1.20  4.55  4.07 352 1023.7  -1.2   6.0 -11.2 99.0
1999 02 15 04 336  8.7 10.4  1.10  4.35  3.98 341 1024.1  -1.4   5.9 -11.6 99.0
1999 02 15 05 331  8.7 10.5  1.13  4.17  3.97 353 1024.2  -1.6   5.9 -11.0 99.0
1999 02 15 06 329  8.5 10.4  1.07  4.35  3.96   1 1024.0  -1.6   5.9 -11.3 99.0
1999 02 15 07 332  9.0 11.3  1.01  4.17  3.84 346 1024.1  -1.9   5.9 -10.2 99.0
1999 02 15 08 327  7.9  9.6  1.01  4.17  3.89 335 1024.2  -2.2   5.9 -10.5 99.0
1999 02 15 09 328  7.8  9.3   .97  4.00  3.98 338 1024.2  -2.3   5.9 -12.0 99.0
1999 02 15 10 330  5.7  7.2   .91  4.17  4.00 333 1024.9  -2.2   5.8 -10.7 99.0
1999 02 15 11 327  6.9  8.9   .88  3.70  4.06 327 1025.2  -2.2   5.8 -11.3 99.0
1999 02 15 12 327  5.7  7.2   .81  3.85  4.03 319 1025.7  -2.5   5.8 -11.5 99.0
1999 02 15 13 330  4.7  5.9   .78  3.33  3.97 328 1025.6  -1.9   5.8 -11.2 99.0
1999 02 15 14 318  5.0  6.7   .63  3.23  3.91 320 1025.8  -1.4   5.8 -11.2 99.0
1999 02 15 15 308  4.1  5.4   .58  5.88  3.97  84 1026.2  -1.1   5.8 -11.3 99.0
1999 02 15 16 292  3.0  4.1   .51  5.88  4.03  80 1025.8   -.3   5.9  -9.6 99.0
1999 02 15 17 283  1.7  2.7   .46  5.26  4.20  70 1025.0    .4   5.9 -10.4 99.0
1999 02 15 18 226  2.1  3.0   .41  9.09  4.52 103 1024.1   1.4   6.2 -11.5 99.0
1999 02 15 19 244  3.4  4.6   .41 10.00  4.70 103 1022.9   1.3   6.0  -7.8 99.0
1999 02 15 20 241  2.3  3.4   .43  8.33  4.60  91 1022.7   2.0   6.0  -6.5 99.0
1999 02 15 21 201  3.0  4.0   .41  7.69  4.90  91 1022.2   2.5   6.0  -6.4 99.0
1999 02 15 22 196  4.9  5.9   .41  8.33  5.04  90 1022.0   3.1   5.9  -5.5 99.0
1999 02 15 23 201  6.9  8.1   .42  9.09  4.96  91 1021.6   3.8   5.9  -4.3 99.0
1999 02 16 00 200  7.2  8.5   .62  9.09  3.63  86 1021.1   4.3   5.9  -2.3 99.0
1999 02 16 01 215  6.9  8.1   .69  3.70  3.80 215 1021.2   5.1   5.9  -1.0 99.0
1999 02 16 02 230  5.2  6.4   .78  3.85  4.03 221 1021.4   5.9   5.9    .6 99.0
1999 02 16 03 237  6.3  7.8   .78  4.17  4.21 220 1021.6   6.3   5.9 999.0 99.0
1999 02 16 04 239  7.4  8.6   .86  4.55  4.09 213 1021.2   5.5   5.8   -.4 99.0
1999 02 16 05 245  5.6  6.7   .98  4.76  4.31 214 1021.2   5.3   5.8  -1.0 99.0
1999 02 16 06 247  3.7  4.8   .92  5.00  4.46 214 1021.1   5.5   5.8  -2.0 99.0
1999 02 16 07 249  3.9  5.0   .85  5.00  4.54 217 1021.1   5.5   5.8  -2.2 99.0
1999 02 16 08 239  3.8  4.8   .75  5.00  4.37 220 1021.0   5.2   5.8  -1.8 99.0
1999 02 16 09 248  5.1  6.1   .78  4.55  4.37 212 1021.0   5.1   5.8  -2.0 99.0
1999 02 16 10 250  4.5  5.1   .72  4.55  4.34 214 1020.8   5.1   5.8  -2.4 99.0
1999 02 16 11 237  4.1  4.9   .72  4.00  4.32 211 1020.3   5.1   5.8  -2.0 99.0
1999 02 16 12 238  4.0  4.8   .69 10.00  4.50 105 1020.4   5.1   5.8   -.4 99.0
1999 02 16 13 246  4.0  4.8   .69  9.09  4.68  85 1020.7   5.3   5.8    .1 99.0
1999 02 16 14 236  3.6  4.1   .68  9.09  4.69  89 1020.5   5.5   5.9    .7 99.0
1999 02 16 15 237  2.7  3.3   .65  9.09  4.62  91 1020.4   5.5   5.9    .5 99.0
1999 02 16 16 243  2.6  2.9   .62  9.09  4.89  92 1020.5   5.6   5.9   1.0 99.0
1999 02 16 17 242  1.3  1.7   .63  9.09  4.97  95 1020.3   5.8   6.3   1.3 99.0
1999 02 16 18 164   .1   .6   .59  9.09  5.24  89 1020.3   7.3   6.6   1.7 99.0
1999 02 16 19 149  1.0  1.6   .62  9.09  5.29  99 1019.5   6.3   6.6   1.6 99.0
1999 02 16 20 147  2.1  2.5   .61  8.33  5.39 103 1018.9   6.3   7.1   1.7 99.0
1999 02 16 21 148  1.9  2.2   .68  9.09  5.97 103 1018.9   6.4   6.7   2.4 99.0
1999 02 16 22 137  1.9  2.2   .62  9.09  5.76 106 1018.8   6.6   6.6   3.5 99.0
1999 02 16 23 133  2.6  2.9   .63  8.33  5.57 101 1018.8   6.3   6.6   4.4 99.0
1999 02 17 00 131  3.7  4.2   .61  8.33  5.67  99 1018.1   6.3   6.4   4.7 99.0
1999 02 17 01 142  3.7  4.3   .57  9.09  5.84  91 1018.1   6.4   6.3   4.8 99.0
1999 02 17 02 145  4.0  4.6   .58  8.33  5.87  93 1018.0   6.6   6.3   5.3 99.0
1999 02 17 03 153  2.4  2.8   .58  9.09  6.25  97 1017.9   6.6   6.2   5.5 99.0
