#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 08 20 06 50 240  4.9  5.6  0.60  5.88  4.47 999 1011.0  24.8 999.0 999.0 99.0 99.00
2010 08 20 07 50 260  5.7  6.8  0.62  8.33  4.43 999 1011.0  25.1 999.0 999.0 99.0 99.00
2010 08 20 08 50 272  5.9 99.0 99.00 99.00 99.00 999 1010.9 999.0 999.0 999.0 99.0 99.00
2010 08 20 09 50 277  6.1  7.1  0.68  8.33  4.08 999 1011.1  25.2 999.0 999.0 99.0 99.00
2010 08 20 10 50 291  6.5  7.7  0.72  9.09  3.84 999 1011.7  25.4 999.0 999.0 99.0 99.00
2010 08 20 11 50 314  5.3  6.2  0.73  3.57  3.89 999 1011.9  25.6 999.0 999.0 99.0 99.00
2010 08 20 12 50 316  5.1  6.2  0.72  4.17  4.05 999 1012.0  25.5 999.0 999.0 99.0 99.00
2010 08 20 13 50 332  4.6  5.3  0.74  4.17  4.25 999 1012.0  25.4 999.0 999.0 99.0 99.00
2010 08 20 14 50 327  3.8  4.5  0.76  4.35  4.28 999 1012.4  25.5 999.0 999.0 99.0 99.00
2010 08 20 15 50 337  4.5  5.3  0.69  4.17  4.36 999 1012.6  25.5 999.0 999.0 99.0 99.00
2010 08 20 16 50 327  4.1  4.6  0.71  6.25  4.72 999 1013.0  25.5 999.0 999.0 99.0 99.00
2010 08 20 17 50 311  1.9  2.3  0.74  5.88  4.81 999 1013.0  25.8 999.0 999.0 99.0 99.00
2010 08 20 18 50 263  2.3  2.7  0.70  5.88  4.93 999 1012.5  26.2 999.0 999.0 99.0 99.00
2010 08 20 19 50 282  2.7  3.1  0.68  5.56  4.97 999 1012.5  26.5 999.0 999.0 99.0 99.00
2010 08 20 20 50 328  2.6  3.3  0.70  5.88  5.21 999 1012.6  26.5 999.0 999.0 99.0 99.00
2010 08 20 21 50 329  1.2  1.7  0.61  5.56  4.93 999 1012.9  26.6 999.0 999.0 99.0 99.00
2010 08 20 22 50 296  1.5  2.0  0.64  9.09  4.99 999 1013.2  26.3 999.0 999.0 99.0 99.00
2010 08 20 23 50  26  1.8  2.3  0.60  9.09  4.98 999 1013.7  25.7 999.0 999.0 99.0 99.00
2010 08 21 00 50  47  2.7  3.5  0.56  6.67  5.09 999 1014.1  25.7 999.0 999.0 99.0 99.00
2010 08 21 01 50  63  4.3  4.9  0.57  9.09  5.57 999 1014.4  25.6 999.0 999.0 99.0 99.00
2010 08 21 02 50  70  4.8  5.4  0.52  9.09  5.51 999 1014.3  25.4 999.0 999.0 99.0 99.00
2010 08 21 03 50  77  4.5  5.3  0.50  9.09  5.24 999 1014.3  25.3 999.0 999.0 99.0 99.00
2010 08 21 04 50  69  3.8  4.3  0.51  8.33  5.35 999 1014.8  25.5 999.0 999.0 99.0 99.00
2010 08 21 05 50  33  4.0  4.7  0.51  6.25  5.73 999 1015.1  25.3 999.0 999.0 99.0 99.00
2010 08 21 06 50  29  4.1  5.0  0.51  8.33  5.97 999 1015.1  25.0 999.0 999.0 99.0 99.00
2010 08 21 07 50  50  4.0  4.7  0.48  9.09  5.77 999 1014.9  24.9 999.0 999.0 99.0 99.00
2010 08 21 08 50  70  3.2  4.0  0.54  9.09  4.99 999 1014.7  24.7 999.0 999.0 99.0 99.00
2010 08 21 09 50  64  2.9  3.4  0.50  9.09  4.60 999 1015.4  24.7 999.0 999.0 99.0 99.00
2010 08 21 10 50  46  2.8  3.4  0.57  9.09  4.68 999 1016.1  24.9 999.0 999.0 99.0 99.00
2010 08 21 11 50  51  2.6  3.0  0.58  7.69  4.34 999 1016.6  25.5 999.0 999.0 99.0 99.00
2010 08 21 12 50  68  1.7  2.1  0.61  8.33  4.72 999 1016.8  25.9 999.0 999.0 99.0 99.00
2010 08 21 13 50  49  2.8  3.3  0.59 10.00  4.51 999 1017.2  25.6 999.0 999.0 99.0 99.00
2010 08 21 14 50  61  2.5  2.9  0.59  9.09  4.91 999 1017.3  25.6 999.0 999.0 99.0 99.00
2010 08 21 15 50 119  3.2  3.8  0.53  9.09  5.04 999 1017.3  26.4 999.0 999.0 99.0 99.00
2010 08 21 16 50 116  3.3  4.0  0.54  9.09  4.78 999 1017.2  26.3 999.0 999.0 99.0 99.00
2010 08 21 17 50 120  3.5  4.2  0.58 10.00  4.74 999 1017.1  26.4 999.0 999.0 99.0 99.00
2010 08 21 18 50 115  3.5  4.3  0.56 10.00  4.80 999 1016.6  26.5 999.0 999.0 99.0 99.00
2010 08 21 19 50 114  4.4  5.0  0.59 10.00  4.95 999 1016.2  26.3 999.0 999.0 99.0 99.00
2010 08 21 20 50 113  4.4  5.3  0.62 10.00  5.09 999 1016.0  26.0 999.0 999.0 99.0 99.00
2010 08 21 21 50 107  4.4  5.0  0.60 10.00  5.13 999 1016.0  26.2 999.0 999.0 99.0 99.00
2010 08 21 22 50 107  5.3  6.2  0.55 10.00  4.91 999 1015.7  26.0 999.0 999.0 99.0 99.00
2010 08 21 23 50 111  6.2  7.3  0.59  9.09  4.67 999 1015.6  26.0 999.0 999.0 99.0 99.00
2010 08 22 00 50 123  6.5  7.8  0.60  9.09  4.39 999 1015.8  26.3 999.0 999.0 99.0 99.00
2010 08 22 01 50 144  6.3  7.5  0.69 10.00  4.04 999 1016.4  26.5 999.0 999.0 99.0 99.00
2010 08 22 02 50 155  4.8  6.5  0.73  9.09  4.28 999 1016.4  26.4 999.0 999.0 99.0 99.00
2010 08 22 03 50 170  5.0  5.8  0.75  7.69  4.17 999 1016.4  26.3 999.0 999.0 99.0 99.00
2010 08 22 04 50 196  4.4  5.4  0.83  4.35  4.36 999 1016.1  26.0 999.0 999.0 99.0 99.00
2010 08 22 05 50 195  4.6  5.8  0.85 10.00  4.35 999 1015.7  26.0 999.0 999.0 99.0 99.00
2010 08 22 06 50 183  3.9  4.6  0.78  4.17  4.09 999 1015.5  25.9 999.0 999.0 99.0 99.00
2010 08 22 07 50 175  3.6  4.3  0.86  4.35  4.18 999 1015.0  25.9 999.0 999.0 99.0 99.00
2010 08 22 08 50 169  3.4  4.0  0.86  4.17  4.32 999 1014.7  25.8 999.0 999.0 99.0 99.00
2010 08 22 09 50 173  3.6  4.3  0.84  9.09  4.35 999 1014.7  25.8 999.0 999.0 99.0 99.00
2010 08 22 10 50 162  4.6  5.5  0.76 10.00  4.55 999 1014.4  25.7 999.0 999.0 99.0 99.00
2010 08 22 11 50 167  6.2  7.9  0.82  4.76  4.41 999 1014.4  26.1 999.0 999.0 99.0 99.00
2010 08 22 12 50 161  6.4  8.0  0.87  4.35  4.17 999 1014.3  26.1 999.0 999.0 99.0 99.00
2010 08 22 13 50 163  5.5  6.5  0.95  4.55  4.33 999 1014.5  26.2 999.0 999.0 99.0 99.00
2010 08 22 14 50 170  5.3  6.2  0.92  4.35  4.20 999 1014.2  26.0 999.0 999.0 99.0 99.00
2010 08 22 15 50 162  5.9  7.0  0.99  4.35  4.34 999 1013.4  26.3 999.0 999.0 99.0 99.00
2010 08 22 16 50 156  5.9  6.7  1.07  4.76  4.20 999 1012.9  26.5 999.0 999.0 99.0 99.00
2010 08 22 17 50 163  6.0  7.2  1.23  4.76  4.34 999 1012.8  26.5 999.0 999.0 99.0 99.00
2010 08 22 18 50 155  6.9  7.8  1.20  5.00  4.28 999 1011.8  26.4 999.0 999.0 99.0 99.00
2010 08 22 19 50 152  7.7 10.0  1.38  4.76  4.33 999 1010.8  26.4 999.0 999.0 99.0 99.00
2010 08 22 20 50 137  7.8  8.9  1.51  5.00  4.41 999 1010.1  25.7 999.0 999.0 99.0 99.00
2010 08 22 21 50 131  8.3 10.3  1.55  5.56  4.60 999 1009.3  25.4 999.0 999.0 99.0 99.00
2010 08 22 22 50 131 11.2 14.7  1.60  5.88  4.65 999 1008.0  23.5 999.0 999.0 99.0 99.00
2010 08 22 23 50  89 10.9 14.3  1.75  5.88  4.93 999 1007.3  23.4 999.0 999.0 99.0 99.00
2010 08 23 00 50  48  4.0  5.6  1.99  6.25  5.24 999 1007.6  24.3 999.0 999.0 99.0 99.00
2010 08 23 01 50 338  3.7  6.7  2.50  6.67  5.67 999 1007.7  24.3 999.0 999.0 99.0 99.00
2010 08 23 02 50  74  3.7  4.4  1.96  6.67  5.60 999 1007.8  24.3 999.0 999.0 99.0 99.00
2010 08 23 03 50  78  3.2  4.1  1.94  7.14  5.63 999 1007.3  24.3 999.0 999.0 99.0 99.00
2010 08 23 04 50 240  1.6  2.1  2.11  6.67  5.62 999 1007.5  24.2 999.0 999.0 99.0 99.00
2010 08 23 05 50 225  3.7  4.5  2.12  7.14  5.62 999 1006.9  24.3 999.0 999.0 99.0 99.00
2010 08 23 06 50 266  2.5  3.3  1.99  6.25  5.59 999 1006.8  24.9 999.0 999.0 99.0 99.00
2010 08 23 07 50 278  2.7  3.5  2.08  6.67  5.63 999 1006.7  24.9 999.0 999.0 99.0 99.00
2010 08 23 08 50 316  4.0  5.1  1.83  6.67  5.68 999 1006.7  24.6 999.0 999.0 99.0 99.00
2010 08 23 09 50 296  3.2  3.9  1.96  6.67  5.51 999 1007.0  24.7 999.0 999.0 99.0 99.00
2010 08 23 10 50   7  2.1  2.9  1.88  7.14  5.48 999 1007.5  24.6 999.0 999.0 99.0 99.00
2010 08 23 11 50  10  1.4  2.2  1.84  7.14  5.35 999 1008.0  24.8 999.0 999.0 99.0 99.00
2010 08 23 12 50  33  2.8  3.7  2.06  6.67  5.81 999 1007.8  24.9 999.0 999.0 99.0 99.00
2010 08 23 13 50 344  4.3  5.7  2.22  8.33  6.02 999 1008.4  24.8 999.0 999.0 99.0 99.00
2010 08 23 14 50  28  8.7 10.3  2.46  7.69  5.94 999 1008.6  23.7 999.0 999.0 99.0 99.00
2010 08 23 15 50  21  8.8 10.5  2.51  8.33  6.07 999 1008.9  23.3 999.0 999.0 99.0 99.00
2010 08 23 16 50  34 10.2 11.9  2.59  8.33  5.77 999 1008.7  22.8 999.0 999.0 99.0 99.00
2010 08 23 17 50  38 10.2 12.1  2.38  7.69  5.62 999 1009.0  22.6 999.0 999.0 99.0 99.00
2010 08 23 18 50  32 10.4 12.3  2.42  8.33  5.47 999 1009.2  22.4 999.0 999.0 99.0 99.00
2010 08 23 19 50  27 11.2 13.6  2.61  8.33  5.70 999 1008.9  22.5 999.0 999.0 99.0 99.00
2010 08 23 20 50  21 11.0 12.9  2.90  8.33  5.90 999 1009.5  21.9 999.0 999.0 99.0 99.00
2010 08 23 21 50  19 11.8 13.5  2.75  8.33  5.56 999 1009.8  21.5 999.0 999.0 99.0 99.00
2010 08 23 22 50  13 13.0 15.7  3.19  7.69  5.91 999 1009.6  21.3 999.0 999.0 99.0 99.00
2010 08 23 23 50  19 12.5 14.9  3.43  7.14  6.16 999 1010.2  20.7 999.0 999.0 99.0 99.00
2010 08 24 00 50  19 13.1 15.5  3.34  7.69  5.99 999 1010.7  20.7 999.0 999.0 99.0 99.00
2010 08 24 01 50  20 13.5 15.7  3.37  8.33  6.01 999 1010.9  20.7 999.0 999.0 99.0 99.00
2010 08 24 02 50  15 13.2 16.7  3.50  8.33  6.17 999 1011.0  20.6 999.0 999.0 99.0 99.00
2010 08 24 03 50  18 14.8 17.6  3.56  8.33  6.06 999 1010.6  20.4 999.0 999.0 99.0 99.00
2010 08 24 04 50  20 13.8 16.7  3.86  9.09  6.29 999 1010.4  20.7 999.0 999.0 99.0 99.00
2010 08 24 05 50  20 14.9 18.0  4.03  9.09  6.30 999 1009.4  20.3 999.0 999.0 99.0 99.00
2010 08 24 06 50  19 13.4 16.4  4.40  9.09  6.82 999 1009.8  20.4 999.0 999.0 99.0 99.00
2010 08 24 07 50  18 14.0 17.1  3.93  9.09  6.51 999 1009.3  20.4 999.0 999.0 99.0 99.00
2010 08 24 08 50  18 14.7 18.0  4.07  9.09  6.64 999 1008.9  20.0 999.0 999.0 99.0 99.00
2010 08 24 09 50  24 14.5 17.8  3.78  9.09  6.31 999 1009.0  20.1 999.0 999.0 99.0 99.00
2010 08 24 10 50  28 13.9 16.2  4.09  9.09  6.73 999 1009.8  20.1 999.0 999.0 99.0 99.00
2010 08 24 11 50  34 13.5 16.1  4.15  8.33  6.76 999 1009.9  20.7 999.0 999.0 99.0 99.00
2010 08 24 12 50  33 13.0 16.0  3.94  9.09  6.54 999 1010.1  20.7 999.0 999.0 99.0 99.00
2010 08 24 13 50  30 13.3 15.8  3.84  9.09  6.34 999 1010.6  20.6 999.0 999.0 99.0 99.00
2010 08 24 14 50  32 13.1 16.0  3.96  8.33  6.31 999 1010.7  20.8 999.0 999.0 99.0 99.00
2010 08 24 15 50  31 13.5 16.4  3.68  8.33  6.12 999 1010.4  20.7 999.0 999.0 99.0 99.00
2010 08 24 16 50  35 12.3 15.2  3.35  8.33  5.99 999 1010.7  20.9 999.0 999.0 99.0 99.00
2010 08 24 17 50  33 13.4 16.0  3.38  8.33  5.86 999 1010.3  20.8 999.0 999.0 99.0 99.00
2010 08 24 18 50  33 13.9 16.1  3.46  7.69  6.11 999 1010.1  20.7 999.0 999.0 99.0 99.00
2010 08 24 19 50  31 13.9 16.6  3.60  7.69  6.14 999 1009.8  20.8 999.0 999.0 99.0 99.00
2010 08 24 20 50  31 13.6 16.2  3.19  9.09  6.10 999 1009.6  20.6 999.0 999.0 99.0 99.00
2010 08 24 21 50  25 12.0 14.2  3.36  9.09  6.25 999 1009.8  20.4 999.0 999.0 99.0 99.00
2010 08 24 22 50  27 11.4 13.4  3.14  7.14  6.07 999 1009.1  20.6 999.0 999.0 99.0 99.00
2010 08 24 23 50  27 10.7 13.3  3.04  8.33  6.13 999 1008.8  21.0 999.0 999.0 99.0 99.00
2010 08 25 00 50  31  9.9 11.5  2.91  7.69  6.03 999 1008.5  21.5 999.0 999.0 99.0 99.00
2010 08 25 01 50  20  8.5 11.1  2.81  7.14  5.96 999 1008.5  22.3 999.0 999.0 99.0 99.00
2010 08 25 02 50  36  8.1  9.8  2.60  7.14  5.85 999 1008.2  23.4 999.0 999.0 99.0 99.00
2010 08 25 03 50  27  4.8  5.6  2.45  7.14  5.74 999 1008.2  24.3 999.0 999.0 99.0 99.00
2010 08 25 04 50 128  4.3  5.4  2.18  7.14  5.77 999 1007.8  25.4 999.0 999.0 99.0 99.00
2010 08 25 05 50 134  4.2  4.9  2.12  7.14  5.84 999 1007.4  25.3 999.0 999.0 99.0 99.00
2010 08 25 06 50 143  3.6  4.2  1.80  6.67  5.60 999 1007.4  25.1 999.0 999.0 99.0 99.00
2010 08 25 07 50 258  4.9  6.1  1.86  7.14  5.76 999 1007.4  24.3 999.0 999.0 99.0 99.00
2010 08 25 08 50 267  4.3  5.4  1.75  9.09  5.97 999 1007.4  23.1 999.0 999.0 99.0 99.00
2010 08 25 09 50 250  4.5  5.3  1.62  9.09  5.84 999 1007.6  22.8 999.0 999.0 99.0 99.00
2010 08 25 10 50 242  4.0  5.5  1.82  8.33  6.38 999 1008.2  22.8 999.0 999.0 99.0 99.00
2010 08 25 11 50 239  4.5  5.5  1.68  9.09  6.28 999 1008.3  22.8 999.0 999.0 99.0 99.00
2010 08 25 12 50 260  2.3  3.8  1.62  9.09  6.04 999 1008.7  22.9 999.0 999.0 99.0 99.00
2010 08 25 13 50 289  2.7  4.1  1.90  9.09  6.29 999 1008.5  23.3 999.0 999.0 99.0 99.00
2010 08 25 14 50  45  8.0  9.4  1.76  9.09  5.27 999 1008.6  22.6 999.0 999.0 99.0 99.00
2010 08 25 15 50  43  6.6  7.7  2.03  9.09  5.66 999 1008.8  22.9 999.0 999.0 99.0 99.00
2010 08 25 16 50  42  5.8  6.7  1.85  9.09  5.53 999 1009.1  22.9 999.0 999.0 99.0 99.00
2010 08 25 17 50  27  5.3  6.2  1.72  8.33  5.46 999 1009.4  22.5 999.0 999.0 99.0 99.00
2010 08 25 18 50   1  5.7  6.9  1.62  9.09  5.40 999 1009.4  21.7 999.0 999.0 99.0 99.00
2010 08 25 19 50 339  5.0  6.2  1.45  8.33  5.29 999 1009.6  21.5 999.0 999.0 99.0 99.00
2010 08 25 20 50 306  4.7  5.7  1.41  9.09  5.39 999 1010.2  21.2 999.0 999.0 99.0 99.00
2010 08 25 21 50 294  6.8  7.9  1.24 10.00  5.45 999 1010.3  21.4 999.0 999.0 99.0 99.00
2010 08 25 22 50 300  5.8  7.4  1.34 10.00  5.52 999 1010.5  21.4 999.0 999.0 99.0 99.00
2010 08 25 23 50 290  5.7  6.6  1.31  8.33  5.42 999 1010.8  21.7 999.0 999.0 99.0 99.00
2010 08 26 00 50 285  5.9  7.1  1.33 10.81  5.77 999 1011.2  21.8 999.0 999.0 99.0 99.00
2010 08 26 01 50 277  5.7  7.1  1.41 10.81  6.15 999 1011.5  21.9 999.0 999.0 99.0 99.00
2010 08 26 02 50 284  5.0  6.5  1.53 10.81  6.48 999 1011.4  22.2 999.0 999.0 99.0 99.00
2010 08 26 03 50 264  5.2  6.7  1.60 10.00  6.71 999 1011.7  22.6 999.0 999.0 99.0 99.00
2010 08 26 04 50 259  6.3  7.5  1.54  8.33  6.36 999 1011.8  22.8 999.0 999.0 99.0 99.00
2010 08 26 05 50 270  6.4  7.4  1.43 10.00  6.22 999 1011.8  22.9 999.0 999.0 99.0 99.00
2010 08 26 06 50 269  6.8  7.9  1.32  7.69  5.70 999 1012.0  22.8 999.0 999.0 99.0 99.00
2010 08 26 07 50 271  5.3  6.3  1.48  8.33  6.33 999 1012.0  22.7 999.0 999.0 99.0 99.00
2010 08 26 08 50 273  7.1  8.6  1.45  8.33  6.32 999 1012.0  22.8 999.0 999.0 99.0 99.00
2010 08 26 09 50 273  6.3  7.4  1.44  8.33  5.95 999 1012.4  22.9 999.0 999.0 99.0 99.00
2010 08 26 10 50 276  7.6  8.8  1.30 10.81  5.45 999 1013.0  22.8 999.0 999.0 99.0 99.00
2010 08 26 11 50 271  7.5  9.1  1.46 10.81  5.76 999 1013.6  23.1 999.0 999.0 99.0 99.00
2010 08 26 12 50 273  6.4  7.5  1.37 11.43  5.30 999 1013.7  23.2 999.0 999.0 99.0 99.00
2010 08 26 13 50 270  5.7  6.8  1.45 10.81  5.67 999 1013.9  23.0 999.0 999.0 99.0 99.00
2010 08 26 14 50 258  6.8  8.4  1.25 10.81  5.36 999 1014.3  23.3 999.0 999.0 99.0 99.00
2010 08 26 15 50 259  6.9  8.1  1.30 10.81  5.57 999 1014.3  23.2 999.0 999.0 99.0 99.00
2010 08 26 16 50 260  6.0  7.1  1.19  9.09  5.25 999 1014.1  23.1 999.0 999.0 99.0 99.00
2010 08 26 17 50 252  6.1  7.1  1.26  8.33  5.81 999 1014.2  23.2 999.0 999.0 99.0 99.00
2010 08 26 18 50 247  6.4  7.4  1.26 10.00  5.84 999 1014.1  23.4 999.0 999.0 99.0 99.00
2010 08 26 19 50 253  5.1  6.3  1.28  8.33  6.05 999 1014.0  23.6 999.0 999.0 99.0 99.00
2010 08 26 20 50 251  4.2  5.0  1.30 10.00  6.12 999 1014.0  23.9 999.0 999.0 99.0 99.00
2010 08 26 21 50 268  3.2  4.0  1.25 10.00  5.97 999 1014.2  23.9 999.0 999.0 99.0 99.00
2010 08 26 22 50 263  2.8  3.5  1.30  9.09  6.33 999 1014.3  23.7 999.0 999.0 99.0 99.00
2010 08 26 23 50 265  2.8  3.8  1.22 10.00  6.08 999 1014.5  23.3 999.0 999.0 99.0 99.00
2010 08 27 00 50 276  3.0  3.9  1.23  7.69  6.01 999 1015.2  23.2 999.0 999.0 99.0 99.00
2010 08 27 01 50 269  4.2  5.0  1.16  7.69  5.89 999 1015.3  23.3 999.0 999.0 99.0 99.00
2010 08 27 02 50 280  4.3  5.0  1.09  8.33  5.69 999 1015.7  23.3 999.0 999.0 99.0 99.00
2010 08 27 03 50 340  8.5 10.1  1.08 10.00  5.63 999 1016.1  24.0 999.0 999.0 99.0 99.00
2010 08 27 04 50 346  8.9 10.9  1.18 10.00  4.61 999 1016.6  23.5 999.0 999.0 99.0 99.00
2010 08 27 05 50 344  8.2 10.2  1.19 10.00  4.26 999 1016.8  23.1 999.0 999.0 99.0 99.00
2010 08 27 06 50 342  7.5  8.8  1.19  4.17  4.36 999 1017.3  22.5 999.0 999.0 99.0 99.00
2010 08 27 07 50 344  6.5  7.6  1.09 10.00  4.66 999 1017.4  22.0 999.0 999.0 99.0 99.00
2010 08 27 08 50 357  5.6  6.9  1.10  4.35  4.62 999 1017.7  21.6 999.0 999.0 99.0 99.00
2010 08 27 09 50 351  5.0  6.1  1.12  5.00  4.91 999 1017.9  21.2 999.0 999.0 99.0 99.00
2010 08 27 10 50 358  4.5  5.6  1.17 10.00  5.35 999 1018.3  21.6 999.0 999.0 99.0 99.00
2010 08 27 11 50 335  3.9  5.4  1.10 10.00  5.38 999 1018.8  21.9 999.0 999.0 99.0 99.00
2010 08 27 12 50 332  5.7  7.6  0.99 10.00  5.23 999 1018.9  21.4 999.0 999.0 99.0 99.00
2010 08 27 13 50 349  5.6  6.8  1.06 10.00  5.20 999 1019.3  21.0 999.0 999.0 99.0 99.00
2010 08 27 14 50 341  5.4  6.8  0.87  9.09  4.48 999 1019.7  20.8 999.0 999.0 99.0 99.00
2010 08 27 15 50 337  5.2  6.3  1.05  9.09  4.77 999 1019.6  20.6 999.0 999.0 99.0 99.00
2010 08 27 16 50 335  5.6  7.4  0.93  8.33  4.46 999 1019.5  20.7 999.0 999.0 99.0 99.00
2010 08 27 17 50 329  6.0  7.1  0.88 10.00  4.46 999 1019.3  21.1 999.0 999.0 99.0 99.00
2010 08 27 18 50 324  5.3  6.7  0.88  8.33  4.35 999 1019.1  21.5 999.0 999.0 99.0 99.00
2010 08 27 19 50 302  6.0  7.4  0.91  9.09  4.30 999 1018.6  21.6 999.0 999.0 99.0 99.00
2010 08 27 20 50 321  4.5  5.4  0.79  9.09  4.27 999 1018.5  22.0 999.0 999.0 99.0 99.00
2010 08 27 21 50 330  3.7  4.7  0.76  9.09  4.49 999 1018.4  22.5 999.0 999.0 99.0 99.00
2010 08 27 22 50 337  2.7  3.6  0.71 10.00  4.78 999 1018.3  22.6 999.0 999.0 99.0 99.00
2010 08 27 23 50 297  2.1  2.8  0.69 10.00  5.19 999 1018.6  22.0 999.0 999.0 99.0 99.00
2010 08 28 00 50 260  2.6  3.5  0.73 10.00  5.71 999 1019.1  21.8 999.0 999.0 99.0 99.00
2010 08 28 01 50 263  3.4  4.8  0.71 10.00  6.10 999 1019.4  21.8 999.0 999.0 99.0 99.00
2010 08 28 02 50 250  3.7  4.8  0.63 10.00  5.84 999 1019.7  21.9 999.0 999.0 99.0 99.00
2010 08 28 03 50 257  3.6  4.7  0.63 10.00  5.80 999 1019.9  22.0 999.0 999.0 99.0 99.00
2010 08 28 04 50 264  3.5  4.6  0.67 14.81  5.96 999 1020.0  22.1 999.0 999.0 99.0 99.00
2010 08 28 05 50 276  4.3  5.3  0.68 14.81  6.00 999 1020.1  22.1 999.0 999.0 99.0 99.00
2010 08 28 06 50 288  4.6  6.1  0.63 10.00  5.63 999 1019.8  22.0 999.0 999.0 99.0 99.00
2010 08 28 07 50 289  5.4  7.0  0.66 14.81  5.02 999 1019.4  22.2 999.0 999.0 99.0 99.00
2010 08 28 08 50 318  5.7  7.2  0.70 14.81  4.59 999 1019.7  22.5 999.0 999.0 99.0 99.00
2010 08 28 09 50 331  6.0  6.9  0.75 13.79  4.73 999 1020.2  22.1 999.0 999.0 99.0 99.00
2010 08 28 10 50 356  6.3  7.8  0.89 13.79  5.40 999 1021.1  22.3 999.0 999.0 99.0 99.00
2010 08 28 11 50 344  6.2  7.5  0.79 14.81  4.56 999 1021.4  22.5 999.0 999.0 99.0 99.00
2010 08 28 12 50 339  6.2  7.7  0.99 13.79  5.63 999 1021.6  22.1 999.0 999.0 99.0 99.00
2010 08 28 13 50 346  7.1  9.0  0.91 13.79  4.99 999 1021.9  21.9 999.0 999.0 99.0 99.00
2010 08 28 14 50 354  8.5 10.2  1.11 14.81  4.78 999 1022.4  21.7 999.0 999.0 99.0 99.00
2010 08 28 15 50 355  7.4  9.0  1.30 13.79  5.11 999 1022.7  21.4 999.0 999.0 99.0 99.00
2010 08 28 16 50 359  7.2  9.2  1.14 13.79  4.85 999 1022.5  21.3 999.0 999.0 99.0 99.00
2010 08 28 17 50 350  5.9  7.0  1.04 13.79  4.92 999 1022.5  21.5 999.0 999.0 99.0 99.00
2010 08 28 18 50 346  4.6  6.0  0.93 13.79  5.05 999 1022.0  21.4 999.0 999.0 99.0 99.00
2010 08 28 19 50 343  4.7  6.7  0.97 13.79  5.91 999 1021.5  21.7 999.0 999.0 99.0 99.00
2010 08 28 20 50 350  4.0  5.0  1.00 13.79  6.50 999 1021.5  21.7 999.0 999.0 99.0 99.00
2010 08 28 21 50 334  3.4  4.6  1.27 13.79  7.97 999 1021.6  22.1 999.0 999.0 99.0 99.00
2010 08 28 22 50 352  3.7  4.7  1.16 13.79  8.17 999 1021.2  21.8 999.0 999.0 99.0 99.00
2010 08 28 23 50 347  3.0  4.5  1.24 12.90  8.52 999 1021.5  21.7 999.0 999.0 99.0 99.00
2010 08 29 00 50 313  2.9  4.3  0.98 13.79  7.86 999 1022.0  22.0 999.0 999.0 99.0 99.00
2010 08 29 01 50 305  1.9  3.0  1.31 12.90  9.54 999 1022.0  22.3 999.0 999.0 99.0 99.00
2010 08 29 02 50 319  1.3  2.2  1.32 12.90  9.73 999 1022.1  22.6 999.0 999.0 99.0 99.00
2010 08 29 03 50 317  0.8  1.4  1.03 12.90  8.31 999 1022.1  22.7 999.0 999.0 99.0 99.00
2010 08 29 04 50 151  1.5  2.1  1.17 12.90  8.87 999 1022.0  23.0 999.0 999.0 99.0 99.00
2010 08 29 05 50 236  2.1  4.3  1.28 13.79  9.60 999 1021.9  23.3 999.0 999.0 99.0 99.00
2010 08 29 06 50 267  5.1  6.3  1.19 12.12  9.86 999 1021.8  22.8 999.0 999.0 99.0 99.00
2010 08 29 07 50 279  6.0  7.1  1.01 11.43  6.89 999 1021.6  22.6 999.0 999.0 99.0 99.00
2010 08 29 08 50 277  6.5  7.7  1.17 12.90  6.97 999 1021.3  23.1 999.0 999.0 99.0 99.00
2010 08 29 09 50 283  7.2  8.6  1.10 12.12  5.86 999 1021.7  23.3 999.0 999.0 99.0 99.00
2010 08 29 10 50 283  7.0  8.4  1.13 12.90  5.60 999 1022.0  23.1 999.0 999.0 99.0 99.00
2010 08 29 11 50 284  7.1  8.3  1.25 12.90  6.09 999 1022.0  23.7 999.0 999.0 99.0 99.00
2010 08 29 12 50 290  6.1  7.1  1.27 12.12  5.91 999 1022.3  24.0 999.0 999.0 99.0 99.00
2010 08 29 13 50 289  7.0  8.0  1.19 12.12  5.70 999 1022.1  23.9 999.0 999.0 99.0 99.00
2010 08 29 14 50 300  6.1  7.8  1.29 12.12  6.22 999 1022.3  23.9 999.0 999.0 99.0 99.00
2010 08 29 15 50 301  6.6  7.8  1.38 12.12  6.37 999 1022.0  23.8 999.0 999.0 99.0 99.00
2010 08 29 16 50 303  6.0  7.1  1.26 12.12  6.13 999 1021.7  23.9 999.0 999.0 99.0 99.00
2010 08 29 17 50 304  5.8  6.9  1.11 12.90  5.74 999 1021.4  23.9 999.0 999.0 99.0 99.00
2010 08 29 18 50 295  5.6  6.6  1.09 12.12  5.76 999 1020.9  24.3 999.0 999.0 99.0 99.00
2010 08 29 19 50 289  5.8  6.9  1.18 12.12  6.65 999 1020.6  24.9 999.0 999.0 99.0 99.00
2010 08 29 20 50 283  5.1  6.1  1.30 10.81  7.19 999 1020.6  25.3 999.0 999.0 99.0 99.00
