#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 01 10 04 50 354  9.0 11.3  2.12  7.14  5.07 999 1020.3  -1.2  10.9  -7.9 99.0 99.00
2010 01 10 05 50 353  8.8 11.2  1.89  6.67  4.91 999 1020.1  -1.4  11.0  -7.3 99.0 99.00
2010 01 10 06 50 350  9.0 12.0  1.86  6.25  4.72 999 1020.4  -1.7  10.9  -7.1 99.0 99.00
2010 01 10 07 50 351  9.1 11.4  1.75  6.25  4.76 999 1020.6  -2.0  10.9  -7.2 99.0 99.00
2010 01 10 08 50 352  9.7 12.4  1.81  6.25  4.68 999 1020.4  -2.0  10.9  -7.2 99.0 99.00
2010 01 10 09 50 352  9.1 12.1  1.92  5.88  4.86 999 1020.8  -2.4  10.9  -8.0 99.0 99.00
2010 01 10 10 50 351  9.3 11.4  2.10  6.25  4.99 999 1021.5  -2.5  10.9  -7.6 99.0 99.00
2010 01 10 11 50 348  8.8 11.2  1.96  6.67  4.89 999 1022.1  -2.5  10.9  -7.4 99.0 99.00
2010 01 10 12 50 349  8.8 11.5  1.99  6.25  4.85 999 1022.6  -2.5  10.9  -7.3 99.0 99.00
2010 01 10 13 50 350  9.6 12.2  1.89  5.88  4.66 999 1023.0  -2.2  10.9  -7.6 99.0 99.00
2010 01 10 14 50 341  8.7 11.1  1.84  6.25  4.67 999 1023.8  -2.3  10.9  -7.2 99.0 99.00
2010 01 10 15 50 343  9.3 11.8  1.92  6.25  4.91 999 1023.7  -2.1  10.9  -7.3 99.0 99.00
2010 01 10 16 50 343  8.1 10.2  1.79  6.25  4.77 999 1023.0  -2.0  10.9  -7.6 99.0 99.00
2010 01 10 17 50 349  7.4  9.8  1.78  5.88  4.79 999 1022.3  -1.6  10.9  -8.0 99.0 99.00
2010 01 10 18 50 340  8.3 10.7  1.93  5.88  4.99 999 1021.9  -1.0  10.9  -8.2 99.0 99.00
2010 01 10 19 50 336  8.6 10.7  1.59  5.88  4.53 999 1021.8  -0.9  10.9  -8.2 99.0 99.00
2010 01 10 20 50 323  7.9 10.1  1.67  5.88  4.67 999 1021.9  -0.7  10.9  -8.5 99.0 99.00
2010 01 10 21 50 313  7.7  9.4  1.48  5.00  4.39 999 1022.3  -0.6  10.9  -8.5 99.0 99.00
2010 01 10 22 50 318  9.3 11.5  1.62  5.56  4.36 999 1022.5   0.3  10.9  -7.4 99.0 99.00
2010 01 10 23 50 317  8.8 11.2  1.48  5.26  4.22 999 1022.8   0.4  10.9  -7.8 99.0 99.00
2010 01 11 00 50 331  9.2 11.1  1.48  5.00  4.14 999 1022.8   0.7  10.8  -8.2 99.0 99.00
2010 01 11 01 50 330  7.3 10.0  1.24  5.00  4.01 999 1022.9   0.6  10.7  -9.3 99.0 99.00
2010 01 11 02 50 306  7.6  9.9  1.16  5.00  3.99 999 1022.8   1.0  10.7  -7.3 99.0 99.00
2010 01 11 03 50 317  8.5 11.0  1.22  4.76  3.98 999 1022.9   1.1  10.7  -6.7 99.0 99.00
2010 01 11 04 50 314  9.0 11.7  1.21  4.76  4.00 999 1022.5   0.9  10.7  -5.9 99.0 99.00
2010 01 11 05 50 320  9.1 11.8  1.19  5.00  4.01 999 1022.0   0.8  10.7  -5.9 99.0 99.00
2010 01 11 06 50 315  7.7 10.3  1.16  4.76  4.11 999 1022.0   0.7  10.7  -6.4 99.0 99.00
2010 01 11 07 50 303  8.4 12.0  1.25  4.76  4.16 999 1021.7   0.8  10.7  -5.2 99.0 99.00
2010 01 11 08 50 302  8.2 11.0  1.31  5.26  4.26 999 1021.5   0.6  10.8  -5.2 99.0 99.00
2010 01 11 09 50 304  7.3  8.8  1.29  5.56  4.20 999 1021.2   0.3  10.8  -5.0 99.0 99.00
2010 01 11 10 50 299  7.6 10.3  1.39  5.56  4.33 999 1021.4   0.6  10.8  -3.6 99.0 99.00
2010 01 11 11 50 309  7.5  9.7  1.36  5.56  4.30 999 1021.6   0.4  10.7  -3.8 99.0 99.00
2010 01 11 12 50 293  6.8  9.3  1.28  5.56  4.23 999 1022.0   0.2  10.7  -4.0 99.0 99.00
2010 01 11 13 50 297  6.3  7.9  1.30  4.76  4.30 999 1022.0   0.2  10.6  -4.1 99.0 99.00
2010 01 11 14 50 281  6.0  8.5  1.26  5.56  4.28 999 1022.4   0.1  10.6  -4.2 99.0 99.00
2010 01 11 15 50 282  6.8  8.6  1.10  5.26  4.12 999 1022.1   0.2  10.6  -4.2 99.0 99.00
2010 01 11 16 50 286  6.3  8.3  1.06  5.56  4.14 999 1021.1   0.4  10.6  -3.9 99.0 99.00
2010 01 11 17 50 268  6.7  8.6  0.97  5.26  3.92 999 1020.1   0.9  10.6  -3.6 99.0 99.00
2010 01 11 18 50 272  7.6  9.6  0.94  5.00  3.85 999 1019.6   1.0  10.7  -3.6 99.0 99.00
2010 01 11 19 50 269  7.2  9.2  0.99  5.26  3.83 999 1019.3   1.4  10.7  -4.0 99.0 99.00
2010 01 11 20 50 270  8.2 10.0  0.99  5.00  3.71 999 1019.2   1.7  10.7  -4.5 99.0 99.00
2010 01 11 21 50 264  7.6  9.5  1.00  4.76  3.73 999 1019.0   1.9  10.7  -4.2 99.0 99.00
2010 01 11 22 50 265  7.4  9.2  0.96  4.55  3.80 999 1019.1   2.1  10.7  -4.1 99.0 99.00
2010 01 11 23 50 273  7.4  8.8  0.94  4.35  3.64 999 1019.4   2.6  10.6  -4.1 99.0 99.00
2010 01 12 00 50 270  7.8 10.0  1.05  4.35  3.70 999 1019.4   2.9  10.5  -3.9 99.0 99.00
2010 01 12 01 50 268  8.5 11.0  1.04  4.55  3.81 999 1019.3   3.2  10.4  -4.2 99.0 99.00
2010 01 12 02 50 271  9.4 10.7  1.24  4.76  3.93 999 1019.1   3.0  10.3  -3.2 99.0 99.00
2010 01 12 03 50 269  9.0 10.6  1.39  5.00  4.12 999 1019.2   2.6  10.3  -3.3 99.0 99.00
2010 01 12 04 50 285  9.1 11.4  1.53  5.00  4.30 999 1018.8   2.6  10.2  -3.6 99.0 99.00
2010 01 12 05 50 288  8.8 12.3  1.58  5.88  4.37 999 1018.5   2.6  10.2  -4.2 99.0 99.00
2010 01 12 06 50 298  9.2 13.0  1.61  5.56  4.45 999 1018.4   2.7  10.4  -5.4 99.0 99.00
2010 01 12 07 50 293  9.0 11.5  1.77  5.26  4.51 999 1018.5   2.3  10.5  -4.2 99.0 99.00
2010 01 12 08 50 287  8.1 10.1  1.61  5.56  4.51 999 1017.6   1.6  10.6  -2.3 99.0 99.00
2010 01 12 09 50 283  8.7 10.5  1.53  5.56  4.47 999 1017.3   2.0  10.7  -2.8 99.0 99.00
2010 01 12 10 50 276  8.0 11.0  1.44  5.56  4.41 999 1017.5   1.8  10.6  -2.7 99.0 99.00
2010 01 12 11 50 282  8.3 10.7  1.44  5.26  4.31 999 1017.6   2.0  10.3  -3.2 99.0 99.00
2010 01 12 12 50 295  8.5 10.9  1.32  5.56  4.20 999 1017.6   1.9  10.4  -3.5 99.0 99.00
2010 01 12 13 50 291  7.8 10.2  1.33  5.00  4.14 999 1017.8   1.9  10.4  -4.2 99.0 99.00
2010 01 12 14 50 295  7.6 10.1  1.23  5.00  4.12 999 1018.0   2.0  10.3  -3.5 99.0 99.00
2010 01 12 15 50 301  7.2  9.2  1.10  5.00  3.95 999 1017.6   2.1  10.3  -4.2 99.0 99.00
2010 01 12 16 50 298  8.3 10.2  1.07  4.55  3.87 999 1016.7   1.9  10.2  -4.1 99.0 99.00
2010 01 12 17 50 310  9.3 11.3  1.13  4.76  3.95 999 1015.9   2.0  10.2  -3.8 99.0 99.00
2010 01 12 18 50 302  8.5 10.6  1.10  4.55  3.93 999 1015.3   1.9  10.3  -3.5 99.0 99.00
2010 01 12 19 50 290  8.1 10.3  1.10  4.76  3.93 999 1015.0   1.8  10.3  -4.2 99.0 99.00
2010 01 12 20 50 285  9.6 12.0  1.28  4.55  4.01 999 1014.9   2.0  10.1  -3.5 99.0 99.00
2010 01 12 21 50 291 10.5 12.8  1.57  5.00  4.28 999 1014.8   2.5  10.0  -3.2 99.0 99.00
2010 01 12 22 50 296 11.8 15.0  1.87  5.56  4.56 999 1015.1   3.1   9.9  -2.7 99.0 99.00
2010 01 12 23 50 308 12.6 15.2  2.25  5.88  4.76 999 1015.7   3.3   9.9  -2.2 99.0 99.00
2010 01 13 00 50 306 12.3 14.9  2.39  6.25  5.04 999 1016.1   3.1  10.1  -2.3 99.0 99.00
2010 01 13 01 50 314 11.4 13.8  2.65  6.67  5.26 999 1016.2   2.6  10.1  -2.8 99.0 99.00
2010 01 13 02 50 316 12.9 15.3  2.62  6.67  5.23 999 1016.8   2.1  10.2  -4.1 99.0 99.00
2010 01 13 03 50 323 12.7 16.2  2.93  7.14  5.53 999 1017.9   1.2  10.1  -5.5 99.0 99.00
2010 01 13 04 50 328 11.8 14.6  2.68  7.14  5.41 999 1018.6   0.7  10.2  -6.6 99.0 99.00
2010 01 13 05 50 323 12.0 15.3  2.36  6.67  5.23 999 1018.9   0.7  10.2  -5.6 99.0 99.00
2010 01 13 06 50 327 11.9 15.9  2.50  7.14  5.34 999 1019.2   0.4  10.1  -6.2 99.0 99.00
2010 01 13 07 50 328 11.3 14.0  2.71  6.25  5.41 999 1019.6   0.2  10.0  -6.4 99.0 99.00
2010 01 13 08 50 331 10.8 13.7  2.56  7.14  5.45 999 1019.6  -0.1  10.1  -7.5 99.0 99.00
2010 01 13 09 50 327 10.6 13.1  2.75  6.67  5.43 999 1020.0  -0.2  10.2  -7.5 99.0 99.00
2010 01 13 10 50 325 10.6 13.1  2.64  6.67  5.46 999 1020.4   0.1  10.2  -6.0 99.0 99.00
2010 01 13 11 50 329 10.9 13.3  2.42  6.67  5.13 999 1021.3   0.4  10.3  -5.2 99.0 99.00
2010 01 13 12 50 332 11.0 13.3  2.53  6.25  5.28 999 1021.9   0.1  10.4  -6.1 99.0 99.00
2010 01 13 13 50 333  9.8 12.5  2.28  6.67  4.96 999 1022.5   0.4  10.4  -6.2 99.0 99.00
2010 01 13 14 50 324  8.8 11.3  2.15  6.25  4.95 999 1023.1   0.8  10.4  -5.9 99.0 99.00
2010 01 13 15 50 323  9.1 11.1  2.11  6.25  4.99 999 1023.1   0.7  10.3  -5.5 99.0 99.00
2010 01 13 16 50 318  8.2 10.4  1.91  6.67  4.84 999 1022.7   0.8  10.3  -5.7 99.0 99.00
2010 01 13 17 50 309  7.7 10.2  1.69  6.67  4.76 999 1021.6   1.1  10.4  -4.9 99.0 99.00
2010 01 13 18 50 315  7.7  9.6  1.53  6.25  4.65 999 1021.2   1.3  10.4  -4.8 99.0 99.00
2010 01 13 19 50 312  8.6 11.5  1.48  5.88  4.44 999 1021.0   2.1  10.4  -3.8 99.0 99.00
2010 01 13 20 50 314  8.5 10.4  1.48  5.56  4.48 999 1021.2   2.2  10.3  -5.0 99.0 99.00
2010 01 13 21 50 292  6.6  8.3  1.35  4.76  4.27 999 1021.6   2.1  10.3  -4.6 99.0 99.00
2010 01 13 22 50 284  6.6  8.5  1.14  5.56  4.20 999 1021.8   2.6  10.2  -4.3 99.0 99.00
2010 01 13 23 50 285  6.6  8.3  0.98  5.00  3.97 999 1022.1   3.3   9.6  -3.0 99.0 99.00
2010 01 14 00 50 285  6.3  8.3  1.02  4.76  3.87 999 1022.3   3.2   9.4  -3.5 99.0 99.00
2010 01 14 01 50 290  7.1  8.7  0.96  4.76  3.79 999 1022.3   3.5   9.3  -3.1 99.0 99.00
2010 01 14 02 50 297  8.1 10.0  0.99  4.55  3.78 999 1022.2   4.1   9.3  -2.6 99.0 99.00
2010 01 14 03 50 288  7.0  8.8  1.12  4.35  3.85 999 1022.5   4.0   9.2  -3.0 99.0 99.00
2010 01 14 04 50 297  7.0  9.0  1.11  5.00  4.11 999 1022.7   4.1   9.1  -3.0 99.0 99.00
2010 01 14 05 50 294  8.4 10.1  1.18  5.00  4.19 999 1022.4   4.4   9.1  -2.9 99.0 99.00
2010 01 14 06 50 292  7.1  9.4  1.29  5.00  4.43 999 1022.9   4.5   8.8  -2.6 99.0 99.00
2010 01 14 07 50 294  6.7  8.1  1.30  5.26  4.49 999 1023.2   4.6   8.8  -2.8 99.0 99.00
2010 01 14 08 50 296  6.1  7.4  1.22  5.26  4.38 999 1023.0   4.6   8.8  -2.6 99.0 99.00
2010 01 14 09 50 315  5.1  6.4  1.13  5.26  4.44 999 1023.1   4.4   8.8  -2.9 99.0 99.00
2010 01 14 10 50 302  3.6  5.8  0.96  5.26  4.28 999 1023.3   4.4   9.0  -2.7 99.0 99.00
2010 01 14 11 50 330  3.2  4.2  0.84  5.26  4.19 999 1023.8   4.3   9.1  -2.5 99.0 99.00
2010 01 14 12 50 335  2.1  3.8  0.86  5.00  4.24 999 1024.3   4.4   9.1  -3.1 99.0 99.00
2010 01 14 13 50 341  1.9  3.0  0.82  5.00  4.18 999 1024.9   4.8   9.2  -2.9 99.0 99.00
2010 01 14 14 50 304  1.6  2.4  0.79  4.76  4.18 999 1025.6   5.3   9.6  -2.3 99.0 99.00
2010 01 14 15 50 220  0.5  1.6  0.72  4.55  4.16 999 1025.6   6.0   9.6  -2.2 99.0 99.00
2010 01 14 16 50 259  1.0  1.8  0.68  4.76  4.04 999 1024.9   5.7   9.6  -2.1 99.0 99.00
2010 01 14 17 50 307  1.5  2.5  0.66  4.17  4.11 999 1024.2   5.4   9.7  -1.9 99.0 99.00
2010 01 14 18 50 289  0.9  1.4  0.60  4.35  4.22 999 1024.1   5.7   9.7  -1.7 99.0 99.00
2010 01 14 19 50 271  1.9  2.9  0.58  4.17  4.20 999 1024.2   5.7   9.6  -1.6 99.0 99.00
2010 01 14 20 50 273  1.5  2.1  0.55  4.55  4.27 999 1024.3   5.8   9.6  -1.5 99.0 99.00
2010 01 14 21 50 268  1.8  2.8  0.54  4.35  4.30 999 1024.4   5.2   9.6  -1.1 99.0 99.00
2010 01 14 22 50 262  3.4  4.7  0.55  4.55  4.31 999 1024.7   5.3   9.5  -1.4 99.0 99.00
2010 01 14 23 50 266  3.8  4.9  0.54  6.25  4.36 999 1024.9   5.3   9.4  -1.6 99.0 99.00
2010 01 15 00 50 266  3.6  4.9  0.54  7.14  4.36 999 1024.9   5.5   9.4  -1.7 99.0 99.00
2010 01 15 01 50 261  4.6  6.0  0.54  5.00  4.22 999 1024.9   5.7   9.5  -2.1 99.0 99.00
2010 01 15 02 50 245  3.9  5.3  0.56  4.76  4.02 999 1024.8   5.8   9.5  -0.9 99.0 99.00
2010 01 15 03 50 243  5.1  6.5  0.56  4.55  3.88 999 1024.8   6.2   9.6  -0.4 99.0 99.00
2010 01 15 04 50 248  5.9  7.6  0.60  5.00  3.62 999 1024.5   7.1   9.6   0.3 99.0 99.00
2010 01 15 05 50 249  6.7  8.0  0.69  3.33  3.61 999 1024.0   7.5   9.4   0.6 99.0 99.00
2010 01 15 06 50 244  6.7  8.1  0.78  3.85  3.69 999 1023.6   8.0   9.6   0.9 99.0 99.00
2010 01 15 07 50 239  7.2  8.1  0.85  3.85  3.84 999 1023.2   8.1   9.5   0.8 99.0 99.00
2010 01 15 08 50 235  7.3  8.7  0.97  4.55  4.02 999 1022.5   8.4   9.1   1.2 99.0 99.00
2010 01 15 09 50 241  7.1  8.4  0.95  4.35  3.98 999 1022.3   8.5   8.9   1.1 99.0 99.00
2010 01 15 10 50 235  7.3  8.4  0.93  4.35  3.90 999 1022.1   8.3   9.0   2.1 99.0 99.00
2010 01 15 11 50 232  6.6  7.9  0.96  4.76  3.91 999 1021.9   8.3   9.1   2.1 99.0 99.00
2010 01 15 12 50 230  5.5  6.3  1.01  5.00  3.91 999 1022.1   8.7   9.1   3.3 99.0 99.00
2010 01 15 13 50 233  6.2  7.3  0.98  4.55  3.86 999 1022.4   8.9   9.1   3.4 99.0 99.00
2010 01 15 14 50 233  6.4  7.0  1.04  4.76  3.88 999 1022.4   8.9   9.1   2.3 99.0 99.00
2010 01 15 15 50 243  6.5  7.3  1.12  4.35  3.95 999 1022.2   9.1   9.2   3.3 99.0 99.00
2010 01 15 16 50 247  6.6  7.3  1.05  5.00  3.87 999 1021.0   8.9   9.5   3.3 99.0 99.00
2010 01 15 17 50 246  6.6  7.5  1.05  5.00  3.94 999 1019.9   8.6   9.6   3.3 99.0 99.00
2010 01 15 18 50 256  6.8  7.6  1.07  4.76  3.96 999 1019.9   8.9   9.7   3.6 99.0 99.00
2010 01 15 19 50 259  6.0  6.7  1.12  5.00  4.11 999 1019.5   8.8   9.1   3.4 99.0 99.00
2010 01 15 20 50 256  5.6  6.6  1.08  5.26  4.19 999 1020.1   8.7   9.0   3.2 99.0 99.00
2010 01 15 21 50 259  6.0  6.9  0.99  5.26  4.02 999 1020.4   8.8   9.0   3.3 99.0 99.00
2010 01 15 22 50 270  6.1  7.1  1.02  5.56  4.05 999 1020.9   8.9   9.0   3.9 99.0 99.00
2010 01 15 23 50 279  5.6  6.6  1.02  5.26  4.11 999 1021.5   9.3   9.0   4.4 99.0 99.00
2010 01 16 00 50 306  7.7  9.4  1.06  5.56  4.01 999 1021.8   9.0   9.0   2.9 99.0 99.00
2010 01 16 01 50 338  6.1  7.2  1.06  3.57  3.82 999 1022.6   8.1   9.0   2.3 99.0 99.00
2010 01 16 02 50 326  6.2  7.4  1.11  4.00  3.84 999 1023.0   7.9   9.0   1.4 99.0 99.00
2010 01 16 03 50 323  6.4  7.5  1.13  3.85  3.81 999 1023.1   7.9   8.9   1.2 99.0 99.00
2010 01 16 04 50 332  5.5  6.7  1.11  4.17  3.87 999 1023.1   7.4   9.0   1.6 99.0 99.00
2010 01 16 05 50 326  5.0  6.5  0.99  4.35  3.93 999 1022.4   7.3   9.0   0.6 99.0 99.00
2010 01 16 06 50 305  5.5  6.8  0.90  4.17  3.84 999 1022.7   7.2   9.0   0.3 99.0 99.00
2010 01 16 07 50 292  5.6  6.6  0.89  4.17  3.93 999 1023.5   7.0   8.8  -0.2 99.0 99.00
2010 01 16 08 50 295  6.3  7.3  0.93  4.35  3.93 999 1022.7   6.9   8.8  -0.2 99.0 99.00
2010 01 16 09 50 299  6.4  7.4  0.87  4.17  3.83 999 1022.9   6.7   8.7   0.2 99.0 99.00
2010 01 16 10 50 293  6.4  7.7  0.89  4.17  3.86 999 1023.4   6.6   8.6   0.1 99.0 99.00
2010 01 16 11 50 284  5.8  7.2  0.87  4.35  3.83 999 1023.5   6.4   8.5   0.1 99.0 99.00
2010 01 16 12 50 285  6.3  7.7  0.92  4.17  3.79 999 1023.4   6.3   8.5  -0.3 99.0 99.00
2010 01 16 13 50 282  6.4  7.8  0.89  4.17  3.62 999 1023.2   6.2   8.5   0.1 99.0 99.00
2010 01 16 14 50 277  7.0  8.1  1.12  4.00  3.75 999 1023.6   6.1   8.5   0.0 99.0 99.00
2010 01 16 15 50 287  8.1  8.8  1.21  4.55  3.75 999 1023.7   6.2   8.6   0.1 99.0 99.00
2010 01 16 16 50 281  7.7  8.5  1.35  4.76  4.01 999 1022.7   6.5   8.6   0.5 99.0 99.00
2010 01 16 17 50 264  7.5  8.3  1.43  5.00  4.10 999 1021.8   6.8   8.5   0.7 99.0 99.00
2010 01 16 18 50 265  7.5  8.3  1.32  5.00  4.08 999 1020.9   7.2   8.4   1.3 99.0 99.00
2010 01 16 19 50 253  7.4  8.0  1.28  5.00  4.06 999 1020.1   7.4   8.5   2.4 99.0 99.00
2010 01 16 20 50 258  7.3  8.3  1.41  5.00  4.24 999 1020.7   7.7   8.6   3.5 99.0 99.00
2010 01 16 21 50 260  7.6  8.3  1.45  5.00  4.32 999 1020.8   7.8   8.7   3.6 99.0 99.00
2010 01 16 22 50 264  7.0  8.1  1.54  5.88  4.57 999 1021.7   8.1   8.8   4.4 99.0 99.00
2010 01 16 23 50 266  6.8  7.8  1.57  5.88  4.57 999 1021.4   8.2   9.0   4.7 99.0 99.00
2010 01 17 00 50 256  6.4  7.9  1.41  5.88  4.51 999 1021.7   8.4   9.1   5.2 99.0 99.00
2010 01 17 01 50 265  6.1  7.5  1.36  5.56  4.32 999 1021.9   8.5   9.3   5.4 99.0 99.00
2010 01 17 02 50 267  5.9  7.4  1.26  5.56  4.27 999 1022.0   8.7   9.3   5.3 99.0 99.00
2010 01 17 03 50 265  6.1  7.2  1.05  5.26  4.02 999 1022.2   8.6   9.3   5.0 99.0 99.00
2010 01 17 04 50 264  5.2  6.1  0.98  5.00  3.96 999 1021.4   8.6   9.4   5.4 99.0 99.00
2010 01 17 05 50 262  4.9  5.6  0.90  5.26  4.03 999 1020.7   8.4   9.4   5.3 99.0 99.00
2010 01 17 06 50 269  4.9  5.7  0.79  5.26  3.90 999 1021.1   8.4   9.4   5.2 99.0 99.00
2010 01 17 07 50 284  3.3  4.3  0.75  5.00  3.98 999 1020.8   8.4   9.5   5.3 99.0 99.00
2010 01 17 08 50 310  3.0  3.6  0.71  5.26  4.07 999 1020.4   8.2   8.7   5.2 99.0 99.00
2010 01 17 09 50 359  1.2  1.9  0.70  4.76  4.21 999 1019.8   8.1   8.6   5.4 99.0 99.00
2010 01 17 10 50  51  1.2  1.7  0.70  5.26  4.23 999 1020.1   8.0   8.5   5.7 99.0 99.00
2010 01 17 11 50  73  3.3  3.9  0.65  5.26  4.37 999 1019.7   8.0   8.4   6.0 99.0 99.00
2010 01 17 12 50  90  4.4  4.9  0.56  5.26  4.10 999 1019.6   8.3   8.3   5.6 99.0 99.00
2010 01 17 13 50 104  5.2  5.8  0.54  5.00  3.49 999 1019.8   8.4   8.3   5.5 99.0 99.00
2010 01 17 14 50 101  5.0  5.5  0.55  4.35  3.25 999 1019.3   8.8   8.3   6.2 99.0 99.00
2010 01 17 15 50 116  5.3  6.2  0.53  4.55  3.14 999 1018.6   9.2   8.3   5.8 99.0 99.00
2010 01 17 16 50 128  5.6  6.7  0.59  2.86  3.21 999 1017.2   9.1   8.3   6.2 99.0 99.00
2010 01 17 17 50 118  6.6  7.5  0.68  3.33  3.18 999 1015.1   8.7   8.2   6.5 99.0 99.00
2010 01 17 18 50 112  7.2  8.1  0.87  3.70  3.42 999 1012.7   8.8   8.2   6.4 99.0 99.00
2010 01 17 19 50 113  6.6  7.8  1.02  4.17  3.60 999 1012.9   9.0   8.1   6.6 99.0 99.00
2010 01 17 20 50  89  8.0  8.5  1.10  4.35  3.74 999 1010.9   8.8   8.1   7.1 99.0 99.00
2010 01 17 21 50  82  8.8 10.2  1.40  4.55  3.88 999 1008.6   8.6   7.9   7.7 99.0 99.00
2010 01 17 22 50  85  8.9 10.4  1.66  5.00  4.18 999 1006.6   9.1   8.1   8.6 99.0 99.00
2010 01 17 23 50  87  9.2 11.0  1.94  5.26  4.47 999 1003.9   9.6   8.3   9.1 99.0 99.00
2010 01 18 00 50 100 10.2 13.5  2.70  5.88  4.98 999 1001.1  10.6   8.8  10.0 99.0 99.00
2010 01 18 01 50 110  9.7 11.4  2.57  6.67  5.10 999  999.2  11.6   9.0  11.1 99.0 99.00
2010 01 18 02 50 112  7.9 10.0  2.85  6.67  5.44 999  997.9  11.6   9.0  11.3 99.0 99.00
2010 01 18 03 50 122  5.6  6.6  2.38  6.67  5.41 999  995.9  11.9   8.8  11.6 99.0 99.00
2010 01 18 04 50 170  5.0  6.7  2.34  7.14  5.45 999  994.1  12.4   8.8  12.2 99.0 99.00
2010 01 18 05 50 151  5.5  6.6  2.40  6.67  5.63 999  992.0  11.7   9.0  11.4 99.0 99.00
2010 01 18 06 50 195  6.1  8.0  2.62  7.14  5.90 999  991.7  10.7   8.7  10.3 99.0 99.00
2010 01 18 07 50 216  3.0  4.4  2.77  7.14  6.04 999  991.4   9.6   8.6   9.3 99.0 99.00
2010 01 18 08 50 315  7.6 10.3  3.24 10.00  6.86 999  991.5   9.3   8.7   9.0 99.0 99.00
2010 01 18 09 50 337  9.7 13.8  3.65 10.00  6.91 999  992.8   7.9   8.9   7.6 99.0 99.00
2010 01 18 10 50 350 14.2 18.1  4.09 10.00  6.45 999  994.6   6.9   8.7   5.9 99.0 99.00
2010 01 18 11 50 343 13.1 18.0  4.27 11.43  6.42 999  997.3   5.9   8.3   4.4 99.0 99.00
2010 01 18 12 50 351 13.9 18.8  4.21 11.43  6.52 999  998.6   5.5   8.2   3.5 99.0 99.00
2010 01 18 13 50 345 11.5 15.8  3.80  7.69  6.43 999 1001.6   5.5   8.3   3.8 99.0 99.00
2010 01 18 14 50 354 11.3 16.1  3.89  7.69  6.44 999 1002.6   5.2   8.5   3.2 99.0 99.00
2010 01 18 15 50 349 11.6 15.0  3.82  8.33  6.37 999 1003.8   5.4   8.9   3.1 99.0 99.00
2010 01 18 16 50 351 10.7 14.3  3.88  8.33  6.26 999 1004.0   5.5   9.2   2.9 99.0 99.00
2010 01 18 17 50 347 12.1 15.4  4.03  8.33  6.29 999 1004.4   5.6   9.1   2.7 99.0 99.00
2010 01 18 18 50 347 11.8 14.7  4.05  8.33  6.40 999 1005.7   5.9   8.9   2.4 99.0 99.00
2010 01 18 19 50 354 10.5 13.0  3.68  8.33  6.30 999 1007.2   6.3   9.0   2.8 99.0 99.00
2010 01 18 20 50 349  9.9 13.2  3.76  8.33  6.40 999 1008.6   6.2   8.9   2.8 99.0 99.00
2010 01 18 21 50 352  9.4 11.8  3.25  9.09  6.23 999 1010.0   6.5   9.0   2.7 99.0 99.00
2010 01 18 22 50   8  8.6 10.3  3.08  8.33  6.27 999 1010.8   6.8   9.1   2.5 99.0 99.00
2010 01 18 23 50  14  6.8  8.8  3.16  8.33  6.51 999 1012.1   6.7   9.2   2.5 99.0 99.00
2010 01 19 00 50 359  6.2  8.0  2.75  9.09  6.34 999 1012.8   7.5   9.2   3.1 99.0 99.00
2010 01 19 01 50 359  6.5  8.0  2.50  8.33  6.30 999 1013.4   7.8   9.2   3.4 99.0 99.00
2010 01 19 02 50   6  5.0  6.6  2.66 10.00  6.50 999 1014.2   7.6   9.2   3.5 99.0 99.00
2010 01 19 03 50  21  5.2  6.5  2.53 10.00  6.58 999 1014.3   7.1   9.3   3.4 99.0 99.00
2010 01 19 04 50  50  3.3  4.6  2.83 10.00  6.97 999 1014.7   6.9   9.3   3.2 99.0 99.00
2010 01 19 05 50  67  2.1  3.8  2.31 10.00  6.45 999 1014.7   6.6   9.1   3.5 99.0 99.00
2010 01 19 06 50 109  0.7  2.5  2.21 11.43  6.62 999 1015.5   6.6   8.9   3.3 99.0 99.00
2010 01 19 07 50 128  1.7  2.6  2.31  9.09  7.06 999 1015.3   6.8   8.8   3.6 99.0 99.00
2010 01 19 08 50 116  3.8  4.8  2.23 10.81  6.93 999 1014.4   6.9   8.6   3.8 99.0 99.00
2010 01 19 09 50 143  2.9  4.1  1.99 10.00  6.90 999 1014.9   7.2   9.0   4.1 99.0 99.00
2010 01 19 10 50 172  5.2  6.2  1.78 10.81  6.62 999 1014.9   7.8   9.0   4.8 99.0 99.00
2010 01 19 11 50 180  5.3  6.5  1.72 11.43  6.37 999 1015.0   8.4   9.2   5.5 99.0 99.00
2010 01 19 12 50 191  6.4  8.0  1.87 10.00  6.73 999 1015.4   8.9   9.2   5.6 99.0 99.00
2010 01 19 13 50 183  5.6  7.0  1.70 10.81  6.34 999 1015.3   9.3   9.0   6.6 99.0 99.00
2010 01 19 14 50 189  4.8  6.0  1.72 10.81  6.38 999 1015.2   9.6   8.9   7.0 99.0 99.00
2010 01 19 15 50 202  4.8  6.1  1.67  9.09  6.58 999 1014.8   9.5   8.8   7.5 99.0 99.00
2010 01 19 16 50 201  3.3  4.5  1.65 10.81  6.48 999 1013.8   9.5   8.7   6.9 99.0 99.00
