Year,NMFS Name,Pounds,Metric Tons,Dollars,Deflated Dollars,Confidentiality,Collection
1978,"CATFISH, CHANNEL",401,0,123,44,Public,Commercial
1978,"DRUM, FRESHWATER","9,352",4,954,342,Public,Commercial
1978,"FLOUNDER, SUMMER","1,947,900",884,"1,445,785","517,605",Public,Commercial
1978,"FLOUNDER, WINTER","1,302,000",591,"494,371","176,990",Public,Commercial
1978,HARVESTFISHES **,"926,100",420,"353,629","126,603",Public,Commercial
1978,"PUFFER, NORTHERN","29,000",13,"9,506","3,403",Public,Commercial
1977,HARVESTFISHES **,"649,800",295,"214,916","71,885",Public,Commercial
1977,"PUFFER, NORTHERN","7,500",3,"6,309","2,110",Public,Commercial
1977,"TILEFISH, GOLDEN","691,400",314,"274,357","91,767",Public,Commercial
1977,"HERRING, ATLANTIC","17,000",8,"1,926",644,Public,Commercial
1977,"LOBSTER, AMERICAN","530,700",241,"1,194,783","399,631",Public,Commercial
1977,"MACKEREL, ATLANTIC","560,500",254,"94,717","31,681",Public,Commercial
1977,"SHARKS, DOGFISH **","172,100",78,"26,818","8,970",Public,Commercial
1977,"TUNA, LITTLE TUNNY","17,700",8,"3,826","1,280",Public,Commercial
1977,"VERTEBRATES, JAWED","19,000",9,760,254,Public,Commercial
1977,"CRAB, ATLANTIC ROCK","1,600",1,342,114,Public,Commercial
1977,"CLAM, SURF, ATLANTIC","3,425,000","1,554","1,108,029","370,614",Public,Commercial
1977,"FLOUNDER, YELLOWTAIL","496,400",225,"172,764","57,786",Public,Commercial
1977,"LANCE, AMERICAN SAND","31,400",14,"8,009","2,679",Public,Commercial
1977,"CLAM, RAZOR, ATLANTIC","4,100",2,"1,468",491,Public,Commercial
1977,"HERRING, LAKE OR CISCO",80,0,,,Public,Commercial
1977,"SQUIDS, LOLIGINIDAE **","484,200",220,"223,226","74,665",Public,Commercial
1977,"FLOUNDER, AMERICAN PLAICE","9,900",4,"2,274",761,Public,Commercial
1977,"SKATES, RAJIDAE (FAMILY) **","43,600",20,"7,474","2,500",Public,Commercial
1977,"CLAMS, QUAHOG, MERCENARIA **","8,530,100","3,869","18,062,898","6,041,678",Public,Commercial
1977,"CATFISHES-BULLHEADS, OTHER **","11,100",5,"3,886","1,300",Public,Commercial
1977,"SHARKS, CHONDRICHTHYES (CLASS) **","9,000",4,"2,780",930,Public,Commercial
1977,"SILVERSIDES, ATHERINIDAE (FAMILY) **","32,400",15,"12,093","4,045",Public,Commercial
1977,CUSK,"1,400",1,181,61,Public,Commercial
1977,SPOT,"5,600",3,"1,267",424,Public,Commercial
1977,BOWFIN,179,0,,,Public,Commercial
1977,BURBOT,6,0,,,Public,Commercial
1977,CUNNER,800,0,80,27,Public,Commercial
1977,TAUTOG,"96,700",44,"10,465","3,500",Public,Commercial
1977,ALEWIFE,"6,000",3,970,324,Public,Commercial
1977,HADDOCK,"6,500",3,"3,173","1,061",Public,Commercial
1977,POLLOCK,"19,000",9,"3,159","1,057",Public,Commercial
1977,WALLEYE,"70,863",32,"48,075","16,080",Public,Commercial
1977,BLUEFISH,"985,600",447,"194,899","65,190",Public,Commercial
1977,GOLDFISH,500,0,250,84,Public,Commercial
1977,WEAKFISH,"1,708,200",775,"421,625","141,025",Public,Commercial
1977,GOOSEFISH,"77,800",35,"19,081","6,382",Public,Commercial
1977,"HAKE, RED","221,700",101,"30,014","10,039",Public,Commercial
1977,SWORDFISH,"26,500",12,"37,229","12,452",Public,Commercial
1977,"BASS, ROCK","12,353",6,"3,130","1,047",Public,Commercial
1977,"CLAM, SOFT","31,100",14,"45,684","15,280",Public,Commercial
1977,"CRAB, BLUE","12,800",6,"5,760","1,927",Public,Commercial
1977,PORGIES **,"3,346,800","1,518","923,953","309,044",Public,Commercial
1977,SUCKERS **,"24,778",11,596,199,Public,Commercial
1977,"BASS, WHITE","5,822",3,"1,500",502,Public,Commercial
1977,"CRAB, JONAH","285,500",130,"82,690","27,658",Public,Commercial
1977,CRAPPIES **,"4,136",2,"2,395",802,Public,Commercial
1977,"EEL, CONGER","15,000",7,"1,967",658,Public,Commercial
1977,"HAKE, WHITE","3,100",1,755,253,Public,Commercial
1977,"MUSSEL, SEA","181,500",82,"88,866","29,724",Public,Commercial
1977,"POUT, OCEAN","1,500",1,270,90,Public,Commercial
1977,"TROUT, LAKE",42,0,,,Public,Commercial
1977,"CARP, COMMON","26,059",12,"4,618","1,545",Public,Commercial
1977,"HAKE, SILVER","2,105,300",955,"357,576","119,602",Public,Commercial
1977,MENHADENS **,"851,300",386,"42,106","14,084",Public,Commercial
1977,"PERCH, WHITE","169,978",77,"48,952","16,374",Public,Commercial
1977,"SALMON, COHO",238,0,,,Public,Commercial
1977,"SCALLOP, BAY","199,000",90,"488,876","163,519",Public,Commercial
1977,"SCALLOP, SEA","613,800",278,"993,429","332,282",Public,Commercial
1977,SEAROBINS **,"60,800",28,"6,387","2,136",Public,Commercial
1977,STURGEONS **,"18,400",8,"6,739","2,254",Public,Commercial
1977,SUNFISHES **,"18,169",8,"4,248","1,421",Public,Commercial
1977,"TROUT, BROWN",105,0,,,Public,Commercial
1977,"BASS, STRIPED","766,100",348,"637,392","213,195",Public,Commercial
1977,"COD, ATLANTIC","582,700",264,"224,192","74,988",Public,Commercial
1977,"EEL, AMERICAN","112,028",51,"41,920","14,021",Public,Commercial
1977,FLATFISHES **,"25,700",12,"4,278","1,431",Public,Commercial
1977,KINGFISHES **,"1,100",0,225,75,Public,Commercial
1977,"PERCH, YELLOW","207,990",94,"106,277","35,548",Public,Commercial
1977,"SHAD, GIZZARD",206,0,,,Public,Commercial
1977,"TUNA, BLUEFIN","40,900",19,"26,698","8,930",Public,Commercial
1977,DOLPHINFISH **,100,0,20,7,Public,Commercial
1977,"SHAD, AMERICAN","121,600",55,"41,259","13,800",Public,Commercial
1977,"SMELT, RAINBOW","20,427",9,"9,851","3,295",Public,Commercial
1977,"TROUT, RAINBOW",19,0,,,Public,Commercial
1977,"BASS, BLACK SEA","231,800",105,"113,303","37,898",Public,Commercial
1977,"BULLHEAD, BROWN","45,943",21,"18,100","6,054",Public,Commercial
1977,"CONCHS, TRUE **","86,500",39,"38,614","12,916",Public,Commercial
1977,"FLOUNDER, WITCH","12,100",5,"4,188","1,401",Public,Commercial
1977,"MULLET, STRIPED","1,100",0,242,81,Public,Commercial
1977,"OYSTER, EASTERN","1,060,100",481,"2,679,401","896,206",Public,Commercial
1977,"WHITEFISH, LAKE",3,0,,,Public,Commercial
1977,"BONITO, ATLANTIC","50,900",23,"13,830","4,626",Public,Commercial
1977,"CATFISH, CHANNEL","1,566",1,73,24,Public,Commercial
1977,"DRUM, FRESHWATER","21,829",10,,,Public,Commercial
1977,"FLOUNDER, SUMMER","2,147,000",974,"1,306,243","436,912",Public,Commercial
1977,"FLOUNDER, WINTER","1,020,700",463,"275,857","92,268",Public,Commercial
1976,"SALMON, ATLANTIC",100,0,16,5,Public,Commercial
1976,"TILEFISH, GOLDEN","50,400",23,"19,782","6,230",Public,Commercial
1976,"HERRING, ATLANTIC","26,300",12,"2,838",894,Public,Commercial
1976,"LOBSTER, AMERICAN","593,100",269,"1,338,484","421,502",Public,Commercial
1976,"MACKEREL, SPANISH",600,0,108,34,Public,Commercial
1976,"TURTLES, SNAPPING",200,0,56,18,Public,Commercial
1976,"MACKEREL, ATLANTIC","249,100",113,"39,517","12,444",Public,Commercial
1976,"SHARKS, DOGFISH **","205,800",93,"21,634","6,813",Public,Commercial
1976,"TUNA, LITTLE TUNNY","1,300",1,474,149,Public,Commercial
1976,"VERTEBRATES, JAWED",9,0,,,Public,Commercial
1976,"WOLFFISH, ATLANTIC",400,0,60,19,Public,Commercial
1976,"CLAM, SURF, ATLANTIC","3,454,800","1,567","1,089,204","343,001",Public,Commercial
1976,"FLOUNDER, YELLOWTAIL","594,600",270,"168,068","52,926",Public,Commercial
1976,"LANCE, AMERICAN SAND","38,800",18,"6,853","2,158",Public,Commercial
1976,"CLAM, RAZOR, ATLANTIC","2,100",1,858,270,Public,Commercial
1976,"HERRING, LAKE OR CISCO",53,0,21,7,Public,Commercial
1976,"SQUIDS, LOLIGINIDAE **","1,107,600",502,"224,815","70,796",Public,Commercial
1976,"FLOUNDER, AMERICAN PLAICE",600,0,148,47,Public,Commercial
1976,"SKATES, RAJIDAE (FAMILY) **","48,700",22,"8,217","2,588",Public,Commercial
1976,"CLAMS, QUAHOG, MERCENARIA **","9,028,400","4,095","18,120,264","5,706,253",Public,Commercial
1976,"CATFISHES-BULLHEADS, OTHER **","2,400",1,470,148,Public,Commercial
1976,"SHARKS, CHONDRICHTHYES (CLASS) **","7,200",3,"1,386",436,Public,Commercial
1976,"SILVERSIDES, ATHERINIDAE (FAMILY) **","67,200",30,"25,222","7,943",Public,Commercial
1976,CUSK,"1,100",0,150,47,Public,Commercial
1976,SPOT,"3,100",1,703,221,Public,Commercial
1976,BOWFIN,5,0,,,Public,Commercial
1976,BURBOT,8,0,,,Public,Commercial
1976,CUNNER,100,0,10,3,Public,Commercial
1976,SAUGER,4,0,,,Public,Commercial
1976,TAUTOG,"71,400",32,"7,207","2,270",Public,Commercial
1976,ALEWIFE,"1,500",1,146,46,Public,Commercial
1976,HADDOCK,"7,000",3,"2,878",906,Public,Commercial
1976,POLLOCK,"5,200",2,940,296,Public,Commercial
1976,WALLEYE,"66,704",30,"48,461","15,261",Public,Commercial
1976,BLUEFISH,"600,200",272,"102,245","32,198",Public,Commercial
1976,GOLDFISH,800,0,600,189,Public,Commercial
1976,WEAKFISH,"1,345,400",610,"303,979","95,726",Public,Commercial
1976,GOOSEFISH,"78,200",35,"15,792","4,973",Public,Commercial
1976,"HAKE, RED","309,000",140,"25,869","8,146",Public,Commercial
1976,"BASS, ROCK","8,896",4,"1,774",559,Public,Commercial
1976,"CLAM, SOFT","46,500",21,"61,406","19,337",Public,Commercial
1976,"CRAB, BLUE","52,300",24,"19,845","6,249",Public,Commercial
1976,PORGIES **,"2,467,900","1,119","579,588","182,518",Public,Commercial
1976,SUCKERS **,"20,772",9,"1,298",409,Public,Commercial
1976,"BASS, WHITE","7,512",3,"2,018",635,Public,Commercial
1976,"CRAB, JONAH","107,300",49,"32,190","10,137",Public,Commercial
1976,CRAPPIES **,"12,974",6,"2,952",929,Public,Commercial
1976,"EEL, CONGER","2,600",1,393,124,Public,Commercial
1976,"HAKE, WHITE","6,800",3,"1,077",339,Public,Commercial
1976,"MUSSEL, SEA","84,900",39,"36,509","11,497",Public,Commercial
1976,"TROUT, LAKE",32,0,,,Public,Commercial
1976,"CARP, COMMON","65,543",30,"10,948","3,447",Public,Commercial
1976,"HAKE, SILVER","2,546,000","1,155","289,655","91,215",Public,Commercial
1976,MENHADENS **,"1,013,500",460,"43,013","13,545",Public,Commercial
1976,"PERCH, WHITE","104,533",47,"28,313","8,916",Public,Commercial
1976,"SALMON, COHO",166,0,,,Public,Commercial
1976,"SCALLOP, BAY","438,000",199,"816,372","257,084",Public,Commercial
1976,"SCALLOP, SEA","757,900",344,"1,235,653","389,119",Public,Commercial
1976,SEAROBINS **,"38,200",17,"3,094",974,Public,Commercial
1976,STURGEONS **,"4,213",2,"1,008",317,Public,Commercial
1976,SUNFISHES **,"11,895",5,"2,759",869,Public,Commercial
1976,"TROUT, BROWN",31,0,,,Public,Commercial
1976,"BASS, STRIPED","850,900",386,"516,582","162,677",Public,Commercial
1976,"COD, ATLANTIC","686,000",311,"199,937","62,962",Public,Commercial
1976,"EEL, AMERICAN","162,617",74,"82,139","25,866",Public,Commercial
1976,FLATFISHES **,"35,300",16,"3,937","1,240",Public,Commercial
1976,KINGFISHES **,"1,400",1,197,62,Public,Commercial
1976,"PERCH, YELLOW","200,929",91,"137,460","43,287",Public,Commercial
1976,"SHAD, GIZZARD","4,980",2,,,Public,Commercial
1976,"TUNA, BLUEFIN",700,0,276,87,Public,Commercial
1976,"SHAD, AMERICAN","185,800",84,"59,293","18,672",Public,Commercial
1976,"SMELT, RAINBOW","21,504",10,"9,969","3,140",Public,Commercial
1976,"TROUT, RAINBOW",40,0,,,Public,Commercial
1976,"BASS, BLACK SEA","272,200",123,"99,629","31,374",Public,Commercial
1976,"BULLHEAD, BROWN","30,817",14,"15,258","4,805",Public,Commercial
1976,"CONCHS, TRUE **","89,300",41,"30,396","9,572",Public,Commercial
1976,"FLOUNDER, WITCH","6,200",3,"1,732",545,Public,Commercial
1976,"MULLET, STRIPED","1,000",0,178,56,Public,Commercial
1976,"OYSTER, EASTERN","1,901,000",862,"4,763,957","1,500,217",Public,Commercial
1976,"WHITEFISH, LAKE",8,0,,,Public,Commercial
1976,"BONITO, ATLANTIC","4,300",2,"1,089",343,Public,Commercial
1976,"CATFISH, CHANNEL","3,291",1,802,253,Public,Commercial
1976,"DRUM, FRESHWATER","70,753",32,"8,805","2,773",Public,Commercial
1976,"FLOUNDER, SUMMER","3,202,600","1,453","1,499,781","472,296",Public,Commercial
1976,"FLOUNDER, WINTER","716,300",325,"145,813","45,918",Public,Commercial
1976,HARVESTFISHES **,"959,400",435,"273,954","86,271",Public,Commercial
1976,"PUFFER, NORTHERN","7,300",3,"5,812","1,830",Public,Commercial
1975,"SHARKS, DOGFISH **","222,900",101,"36,434","10,875",Public,Commercial
1975,"VERTEBRATES, JAWED",3,0,,,Public,Commercial
1975,"WOLFFISH, ATLANTIC",500,0,40,12,Public,Commercial
1975,"CLAM, SURF, ATLANTIC","4,579,600","2,077","768,088","229,267",Public,Commercial
1975,"FLOUNDER, YELLOWTAIL","1,309,500",594,"345,342","103,081",Public,Commercial
1975,"LANCE, AMERICAN SAND","26,300",12,"5,737","1,712",Public,Commercial
1975,"CLAM, RAZOR, ATLANTIC","3,000",1,"1,076",321,Public,Commercial
1975,"CATFISHES, FORKTAIL **",400,0,103,31,Public,Commercial
1975,"HERRING, LAKE OR CISCO",52,0,20,6,Public,Commercial
1975,"SQUIDS, LOLIGINIDAE **","568,900",258,"134,070","40,019",Public,Commercial
1975,"FLOUNDER, AMERICAN PLAICE","10,000",5,"1,320",394,Public,Commercial
1975,"SKATES, RAJIDAE (FAMILY) **","71,500",32,"9,339","2,788",Public,Commercial
1975,"CLAMS, QUAHOG, MERCENARIA **","8,667,500","3,932","14,301,382","4,268,820",Public,Commercial
1975,"CATFISHES-BULLHEADS, OTHER **","3,900",2,617,184,Public,Commercial
1975,"SHARKS, CHONDRICHTHYES (CLASS) **","7,900",4,"1,643",490,Public,Commercial
1975,"SILVERSIDES, ATHERINIDAE (FAMILY) **","78,500",36,"28,010","8,361",Public,Commercial
1975,BURBOT,231,0,,,Public,Commercial
1975,TAUTOG,"110,700",50,"10,972","3,275",Public,Commercial
1975,ALEWIFE,"15,300",7,"1,381",412,Public,Commercial
1975,HADDOCK,900,0,388,116,Public,Commercial
1975,POLLOCK,"5,000",2,804,240,Public,Commercial
1975,WALLEYE,"110,011",50,"64,158","19,151",Public,Commercial
1975,BLUEFISH,"889,500",403,"166,929","49,827",Public,Commercial
1975,WEAKFISH,"1,367,700",620,"296,318","88,448",Public,Commercial
1975,GOOSEFISH,"78,900",36,"12,742","3,803",Public,Commercial
1975,"HAKE, RED","250,000",113,"21,046","6,282",Public,Commercial
1975,"BASS, ROCK","15,049",7,"2,936",876,Public,Commercial
1975,"CLAM, SOFT","62,600",28,"76,307","22,777",Public,Commercial
1975,"CRAB, BLUE","16,000",7,"4,000","1,194",Public,Commercial
1975,PORGIES **,"3,831,200","1,738","1,076,649","321,369",Public,Commercial
1975,SUCKERS **,"34,663",16,"2,752",821,Public,Commercial
1975,"BASS, WHITE","6,520",3,"1,322",395,Public,Commercial
1975,"CRAB, JONAH","18,000",8,"5,400","1,612",Public,Commercial
1975,CRAPPIES **,"6,262",3,"1,923",574,Public,Commercial
1975,"EEL, CONGER","4,400",2,"1,058",316,Public,Commercial
1975,"HAKE, WHITE","2,700",1,586,175,Public,Commercial
1975,"MUSSEL, SEA","105,600",48,"45,084","13,457",Public,Commercial
1975,"TROUT, LAKE",75,0,,,Public,Commercial
1975,"CARP, COMMON","31,710",14,"8,912","2,660",Public,Commercial
1975,GARFISHES **,2,0,,,Public,Commercial
1975,"HAKE, SILVER","2,599,300","1,179","344,855","102,936",Public,Commercial
1975,MENHADENS **,"1,076,400",488,"42,135","12,577",Public,Commercial
1975,"PERCH, WHITE","117,858",53,"30,023","8,962",Public,Commercial
1975,"SALMON, COHO",108,0,,,Public,Commercial
1975,"SCALLOP, BAY","444,100",201,"713,044","212,837",Public,Commercial
1975,"SCALLOP, SEA","269,900",122,"388,752","116,039",Public,Commercial
1975,SEAROBINS **,"44,800",20,"4,149","1,238",Public,Commercial
1975,STURGEONS **,"6,049",3,"1,248",373,Public,Commercial
1975,SUNFISHES **,"26,164",12,"4,993","1,491",Public,Commercial
1975,"TROUT, BROWN",38,0,,,Public,Commercial
1975,"BASS, STRIPED","1,183,700",537,"636,125","189,877",Public,Commercial
1975,"COD, ATLANTIC","430,600",195,"140,534","41,948",Public,Commercial
1975,"EEL, AMERICAN","131,604",60,"54,754","16,343",Public,Commercial
1975,KINGFISHES **,200,0,63,19,Public,Commercial
1975,"PERCH, YELLOW","205,928",93,"93,348","27,864",Public,Commercial
1975,"SHAD, GIZZARD","2,056",1,41,12,Public,Commercial
1975,"TUNA, BLUEFIN","9,900",4,"3,558","1,062",Public,Commercial
1975,"SHAD, AMERICAN","196,500",89,"78,499","23,431",Public,Commercial
1975,"SMELT, RAINBOW","29,468",13,"13,382","3,995",Public,Commercial
1975,"TROUT, RAINBOW",20,0,,,Public,Commercial
1975,"BASS, BLACK SEA","130,500",59,"56,025","16,723",Public,Commercial
1975,"BULLHEAD, BROWN","50,007",23,"26,684","7,965",Public,Commercial
1975,"CONCHS, TRUE **","108,900",49,"37,850","11,298",Public,Commercial
1975,"FLOUNDER, WITCH","14,500",7,"4,943","1,475",Public,Commercial
1975,"OYSTER, EASTERN","2,106,800",956,"5,176,007","1,544,986",Public,Commercial
1975,"SALMON, CHINOOK",21,0,,,Public,Commercial
1975,"WHITEFISH, LAKE",9,0,,,Public,Commercial
1975,"BONITO, ATLANTIC","37,000",17,"8,050","2,403",Public,Commercial
1975,"CATFISH, CHANNEL","1,574",1,383,114,Public,Commercial
1975,"DRUM, FRESHWATER","69,922",32,"3,571","1,066",Public,Commercial
1975,"FLOUNDER, SUMMER","3,233,000","1,466","1,282,905","382,934",Public,Commercial
1975,"FLOUNDER, WINTER","585,700",266,"118,693","35,428",Public,Commercial
1975,HARVESTFISHES **,"1,238,900",562,"326,782","97,541",Public,Commercial
1975,"PUFFER, NORTHERN","5,600",3,"2,320",692,Public,Commercial
1975,"TILEFISH, GOLDEN","5,000",2,"1,356",405,Public,Commercial
1975,"TOMCOD, ATLANTIC",300,0,30,9,Public,Commercial
1975,"HERRING, ATLANTIC","124,200",56,"10,858","3,241",Public,Commercial
1975,"LOBSTER, AMERICAN","669,300",304,"1,399,796","417,825",Public,Commercial
1975,"MACKEREL, SPANISH",400,0,60,18,Public,Commercial
1975,"MACKEREL, ATLANTIC","356,800",162,"63,076","18,828",Public,Commercial
1974,"TOMCOD, ATLANTIC",800,0,62,17,Public,Commercial
1974,"HERRING, ATLANTIC","15,600",7,936,256,Public,Commercial
1974,"LOBSTER, AMERICAN","730,600",331,"1,395,867","381,323",Public,Commercial
1974,"MACKEREL, ATLANTIC","321,900",146,"39,181","10,703",Public,Commercial
1974,"SHARKS, DOGFISH **","175,900",80,"12,762","3,486",Public,Commercial
1974,"TUNA, LITTLE TUNNY","6,600",3,"1,055",288,Public,Commercial
1974,"VERTEBRATES, JAWED",2,0,,,Public,Commercial
1974,"CLAM, SURF, ATLANTIC","3,951,200","1,792","719,060","196,433",Public,Commercial
1974,"FLOUNDER, YELLOWTAIL","1,782,300",808,"365,360","99,809",Public,Commercial
1974,"LANCE, AMERICAN SAND","5,600",3,555,152,Public,Commercial
1974,"CLAM, RAZOR, ATLANTIC","1,000",0,315,86,Public,Commercial
1974,"HERRING, LAKE OR CISCO",75,0,32,9,Public,Commercial
1974,"SQUIDS, LOLIGINIDAE **","963,800",437,"178,350","48,722",Public,Commercial
1974,"FLOUNDER, AMERICAN PLAICE","1,200",1,149,41,Public,Commercial
1974,"SKATES, RAJIDAE (FAMILY) **","32,300",15,"2,369",647,Public,Commercial
1974,"CLAMS, QUAHOG, MERCENARIA **","8,027,800","3,641","13,425,171","3,667,488",Public,Commercial
1974,"CATFISHES-BULLHEADS, OTHER **","7,000",3,"1,036",283,Public,Commercial
1974,"SHARKS, CHONDRICHTHYES (CLASS) **","3,800",2,612,167,Public,Commercial
1974,"SILVERSIDES, ATHERINIDAE (FAMILY) **","83,200",38,"24,360","6,655",Public,Commercial
1974,BOWFIN,80,0,,,Public,Commercial
1974,BURBOT,114,0,,,Public,Commercial
1974,TARPON,100,0,16,4,Public,Commercial
1974,TAUTOG,"55,200",25,"4,231","1,156",Public,Commercial
1974,ALEWIFE,"15,400",7,"1,197",327,Public,Commercial
1974,POLLOCK,"7,000",3,"1,001",273,Public,Commercial
1974,WALLEYE,"106,697",48,"59,078","16,138",Public,Commercial
1974,BLUEFISH,"1,066,900",484,"147,010","40,160",Public,Commercial
1974,PIKES **,"4,110",2,624,170,Public,Commercial
1974,TUNAS **,700,0,130,36,Public,Commercial
1974,WEAKFISH,"1,426,800",647,"340,607","93,047",Public,Commercial
1974,GOOSEFISH,"49,100",22,"6,491","1,773",Public,Commercial
1974,"HAKE, RED","206,400",94,"16,769","4,581",Public,Commercial
1974,SWORDFISH,"1,200",1,"1,469",401,Public,Commercial
1974,"BASS, ROCK","13,788",6,"2,605",712,Public,Commercial
1974,"CLAM, SOFT","102,000",46,"113,301","30,952",Public,Commercial
1974,"CRAB, BLUE","3,200",1,645,176,Public,Commercial
1974,PORGIES **,"3,634,500","1,649","851,945","232,734",Public,Commercial
1974,SHEEPSHEAD,"4,500",2,270,74,Public,Commercial
1974,SUCKERS **,"33,187",15,"2,833",774,Public,Commercial
1974,"BASS, WHITE","9,019",4,"1,802",492,Public,Commercial
1974,CRAPPIES **,"9,773",4,"3,809","1,040",Public,Commercial
1974,"EEL, CONGER","213,700",97,"38,287","10,459",Public,Commercial
1974,"HAKE, WHITE","6,900",3,"1,442",394,Public,Commercial
1974,"MUSSEL, SEA","483,300",219,"205,013","56,005",Public,Commercial
1974,"TROUT, LAKE",7,0,,,Public,Commercial
1974,"CARP, COMMON","49,246",22,"11,510","3,145",Public,Commercial
1974,GARFISHES **,33,0,,,Public,Commercial
1974,"HAKE, SILVER","1,954,900",887,"249,790","68,238",Public,Commercial
1974,MENHADENS **,"576,300",261,"17,480","4,775",Public,Commercial
1974,"PERCH, WHITE","209,870",95,"50,986","13,928",Public,Commercial
1974,"SALMON, COHO",113,0,,,Public,Commercial
1974,"SCALLOP, BAY","677,800",307,"848,390","231,763",Public,Commercial
1974,"SCALLOP, SEA","205,500",93,"310,225","84,747",Public,Commercial
1974,SEAROBINS **,"42,400",19,"3,298",901,Public,Commercial
1974,STURGEONS **,"6,982",3,"2,242",612,Public,Commercial
1974,SUNFISHES **,"24,001",11,"4,857","1,327",Public,Commercial
1974,"TROUT, BROOK",2,0,,,Public,Commercial
1974,"TROUT, BROWN",6,0,,,Public,Commercial
1974,"BASS, STRIPED","1,409,000",639,"532,845","145,563",Public,Commercial
1974,"COD, ATLANTIC","461,900",210,"145,422","39,726",Public,Commercial
1974,"EEL, AMERICAN","146,275",66,"66,947","18,288",Public,Commercial
1974,KINGFISHES **,900,0,163,45,Public,Commercial
1974,"PERCH, YELLOW","223,539",101,"76,580","20,920",Public,Commercial
1974,"SHAD, GIZZARD","12,000",5,,,Public,Commercial
1974,"TUNA, BLUEFIN","9,900",4,"4,014","1,097",Public,Commercial
1974,"SHAD, AMERICAN","164,000",74,"44,279","12,096",Public,Commercial
1974,"SMELT, RAINBOW","15,773",7,"6,775","1,851",Public,Commercial
1974,"TROUT, RAINBOW",17,0,,,Public,Commercial
1974,"BASS, BLACK SEA","98,200",45,"47,343","12,933",Public,Commercial
1974,"BULLHEAD, BROWN","73,586",33,"40,963","11,190",Public,Commercial
1974,"CONCHS, TRUE **","54,400",25,"16,344","4,465",Public,Commercial
1974,"FLOUNDER, WITCH","2,500",1,972,266,Public,Commercial
1974,"OYSTER, EASTERN","1,554,100",705,"3,748,735","1,024,080",Public,Commercial
1974,"SALMON, CHINOOK",12,0,,,Public,Commercial
1974,"WHITEFISH, LAKE","2,141",1,411,112,Public,Commercial
1974,"BONITO, ATLANTIC","6,400",3,"1,506",411,Public,Commercial
1974,"CATFISH, CHANNEL","3,569",2,898,245,Public,Commercial
1974,"DRUM, FRESHWATER","22,587",10,869,237,Public,Commercial
1974,"FLOUNDER, SUMMER","2,487,000","1,128","845,952","231,097",Public,Commercial
1974,"FLOUNDER, WINTER","557,400",253,"101,683","27,778",Public,Commercial
1974,HARVESTFISHES **,"797,200",362,"300,285","82,032",Public,Commercial
1974,"PUFFER, NORTHERN","9,100",4,"3,223",880,Public,Commercial
1974,"TILEFISH, GOLDEN","48,800",22,"22,445","6,132",Public,Commercial
1973,"CLAM, SURF, ATLANTIC","3,318,600","1,505","413,479","103,630",Public,Commercial
1973,"FLOUNDER, YELLOWTAIL","5,033,500","2,283","730,280","183,030",Public,Commercial
1973,"LANCE, AMERICAN SAND","19,100",9,"2,470",619,Public,Commercial
1973,"CLAM, RAZOR, ATLANTIC","4,800",2,"2,850",714,Public,Commercial
1973,"HARVESTFISH, NORTHERN",400,0,40,10,Public,Commercial
1973,"HERRING, LAKE OR CISCO",368,0,193,48,Public,Commercial
1973,"SQUIDS, LOLIGINIDAE **","537,400",244,"96,514","24,189",Public,Commercial
1973,"SKATES, RAJIDAE (FAMILY) **","24,000",11,"1,166",292,Public,Commercial
1973,"CLAMS, QUAHOG, MERCENARIA **","7,246,100","3,287","10,910,749","2,734,561",Public,Commercial
1973,"CATFISHES-BULLHEADS, OTHER **","2,200",1,268,67,Public,Commercial
1973,"SHARKS, CHONDRICHTHYES (CLASS) **","1,600",1,121,30,Public,Commercial
1973,"SILVERSIDES, ATHERINIDAE (FAMILY) **","91,600",42,"22,487","5,636",Public,Commercial
1973,CUSK,"1,100",0,132,33,Public,Commercial
1973,BOWFIN,584,0,34,9,Public,Commercial
1973,BURBOT,30,0,,,Public,Commercial
1973,TAUTOG,"49,600",22,"2,565",643,Public,Commercial
1973,ALEWIFE,"25,900",12,879,220,Public,Commercial
1973,HADDOCK,900,0,397,100,Public,Commercial
1973,POLLOCK,"2,900",1,298,75,Public,Commercial
1973,WALLEYE,"68,058",31,"34,365","8,613",Public,Commercial
1973,BLUEFISH,"1,411,600",640,"160,319","40,181",Public,Commercial
1973,PIKES **,294,0,,,Public,Commercial
1973,WEAKFISH,"1,269,500",576,"223,004","55,891",Public,Commercial
1973,GOOSEFISH,"46,600",21,"3,493",875,Public,Commercial
1973,"HAKE, RED","336,400",153,"28,311","7,096",Public,Commercial
1973,"BASS, ROCK","22,574",10,"3,266",819,Public,Commercial
1973,"CLAM, SOFT","103,500",47,"115,304","28,899",Public,Commercial
1973,PORGIES **,"2,903,600","1,317","1,034,890","259,374",Public,Commercial
1973,SUCKERS **,"49,084",22,259,65,Public,Commercial
1973,"BASS, WHITE","15,398",7,"2,677",671,Public,Commercial
1973,CRAPPIES **,"12,122",5,"3,890",975,Public,Commercial
1973,"EEL, CONGER","1,900",1,351,88,Public,Commercial
1973,"HAKE, WHITE","3,100",1,494,124,Public,Commercial
1973,"MUSSEL, SEA","684,700",311,"194,528","48,755",Public,Commercial
1973,"TROUT, LAKE",8,0,,,Public,Commercial
1973,"CARP, COMMON","39,058",18,"3,520",882,Public,Commercial
1973,"HAKE, SILVER","1,930,400",876,"211,240","52,943",Public,Commercial
